item_id,date,user,user_nickname,bid_id,qty,bid,max_bid
326,"2021-10-18 05:22:02",138,095d4734-2bfc-4015-adbb-b331e9455280,20000501,1,26.66,922.13
937,"2021-03-26 10:41:16",111,400c5051-d9a7-4ddf-a2c1-7f9ed93b3070,20000502,1,337.12,492.33
631,"2021-06-17 22:36:13",77,a001ab9d-5502-44dc-afe8-a17cffcae280,20000503,1,869.67,543.14
927,"2022-01-05 19:08:52",22,ce268cc5-ae9c-4391-a202-5a7e9ce83181,20000504,1,752.57,453.7
157,"2021-04-24 20:02:02",178,519c8557-b561-461f-a58a-341cf289ac75,20000505,3,902.77,803.02
827,"2021-04-11 19:08:14",33,5ac8c43d-4e96-403d-a88c-0b63eca66499,20000506,3,692.73,731.66
890,"2021-03-24 15:34:54",95,912effd4-1a81-4dc5-bce1-6282a2aa65f1,20000507,2,500.76,975.92
259,"2022-01-17 20:37:57",82,0a240b16-d2f4-4cc0-b0f7-81263922db34,20000508,1,425.13,370.85
822,"2021-11-16 01:58:50",116,0da33ce5-4322-428d-84d8-c685128193c1,20000509,4,442.12,285.52
592,"2021-03-10 16:08:20",142,bd0e48b7-de0c-4676-a922-c35ecc1942a4,20000510,1,683.01,463.26
601,"2021-05-10 16:01:34",120,761ddd58-cdf6-4a9b-b08d-4561f222a1d7,20000511,2,134.07,52.82
815,"2022-01-31 11:47:15",148,534832a2-afb1-4755-b58c-cfc87c829e8d,20000512,5,537.68,550.04
728,"2021-10-17 02:01:56",23,94c5e0c8-b832-49c7-840a-e2c43d59b659,20000513,4,876.16,784.42
376,"2021-11-01 20:00:53",53,a421afad-8ff4-4f83-a45c-49e4f55772eb,20000514,3,806.89,42.06
460,"2021-03-21 03:32:04",12,e3673e66-5411-49a5-93cc-14c7545c6794,20000515,5,558.92,38.02
710,"2021-07-05 21:07:26",87,f671c1aa-ea96-4a07-84f2-2d04f158a3b3,20000516,4,238.93,879.04
922,"2021-06-09 14:12:07",3,0abdeb89-7587-40ce-afba-59a65320369f,20000517,1,495.37,379.36
260,"2021-09-30 05:52:00",77,a001ab9d-5502-44dc-afe8-a17cffcae280,20000518,4,400.4,273.29
73,"2021-09-10 00:39:25",144,c860c87e-b760-480b-8561-417e0a198ecc,20000519,2,420.93,405.72
230,"2021-08-05 17:46:53",164,66b7855b-ca5c-4c26-ae89-9ab303ece713,20000520,4,69.82,378.49
835,"2021-07-21 14:57:37",164,66b7855b-ca5c-4c26-ae89-9ab303ece713,20000521,2,421.83,859.45
223,"2022-01-08 08:35:25",45,dfd98772-512a-4977-a2d7-7a9da05f2471,20000522,2,395.02,431.68
877,"2021-11-10 19:52:35",180,522baa5e-e9ee-4197-9c5c-ecc9986d0330,20000523,1,653.94,292.18
817,"2021-09-23 09:05:24",96,2bfe6f2e-3d9b-491e-a11d-bacf26e897d6,20000524,5,448.09,390.14
36,"2021-06-28 00:31:24",4,931913cc-9d2f-4645-be6e-419704949a2f,20000525,2,272.72,186.02
950,"2022-02-01 12:05:23",187,3c6426c2-2f82-4613-8adb-b23abd1ea755,20000526,2,52.15,265.96
306,"2021-09-09 16:39:20",140,aaf9416c-1796-439a-b2e8-693de1cafab5,20000527,2,801.97,898.91
505,"2021-05-26 03:02:53",157,ef607944-a115-45d8-aae0-78bd9c4427a1,20000528,5,618.09,531.8
814,"2021-09-14 22:21:17",149,5c11202d-4864-4453-a762-dd9a9a68df06,20000529,5,321.14,83.65
95,"2021-10-07 00:01:50",190,d07338ec-78d3-43f6-aa17-b16977b582cb,20000530,3,305.21,935.82
793,"2021-11-13 17:00:57",116,0da33ce5-4322-428d-84d8-c685128193c1,20000531,1,778.22,878.64
993,"2021-07-27 21:42:17",65,5ab14c6b-aac1-4ddc-9344-b802509b1726,20000532,1,98.03,622.68
500,"2021-03-11 16:14:24",23,94c5e0c8-b832-49c7-840a-e2c43d59b659,20000533,5,442.35,602.92
255,"2021-10-14 10:44:12",22,ce268cc5-ae9c-4391-a202-5a7e9ce83181,20000534,2,240.83,346.67
962,"2021-06-13 05:07:06",183,5d34e7c5-9f6f-40d7-bd1b-f7d50a22f994,20000535,3,776.46,742.04
355,"2022-02-25 03:16:29",82,0a240b16-d2f4-4cc0-b0f7-81263922db34,20000536,4,182.96,668.62
959,"2021-08-30 20:48:43",76,4dc0578f-f96b-49c8-9237-be682fb01197,20000537,3,599.31,542.23
612,"2021-10-20 16:00:59",183,5d34e7c5-9f6f-40d7-bd1b-f7d50a22f994,20000538,1,717.01,383.66
831,"2021-06-18 22:22:42",183,5d34e7c5-9f6f-40d7-bd1b-f7d50a22f994,20000539,3,363.65,111.54
879,"2021-10-23 20:41:43",93,a1e5ffc0-4acb-4638-89dd-6c68a1211fa4,20000540,1,739.98,84.71
319,"2021-10-24 05:36:37",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000541,2,865.07,953.38
264,"2021-11-15 20:08:09",189,c0314d32-94e2-41e7-b1d7-423ff68eddd2,20000542,2,492.85,7.73
191,"2021-12-16 17:17:47",176,9348c3b8-be35-48f0-85d9-b25ec3aa6991,20000543,1,951.11,259.82
589,"2021-11-02 05:20:42",9,303f464a-79a9-4585-bac8-c7ba7a1b07f7,20000544,2,251.23,13.87
455,"2021-05-02 03:02:46",61,3eda95bd-4b3a-4605-a759-ea9a521a36d7,20000545,1,316.61,440.3
72,"2022-01-18 21:26:15",83,5e16b493-9bd6-4cd6-9bca-38e1b01fe60c,20000546,4,774.04,328.55
572,"2021-03-26 17:14:22",69,3a704c32-7978-44f5-a96c-fed9d302b820,20000547,2,343.51,527.38
955,"2021-12-07 17:17:49",111,400c5051-d9a7-4ddf-a2c1-7f9ed93b3070,20000548,2,439.35,836.06
533,"2021-10-05 16:43:44",83,5e16b493-9bd6-4cd6-9bca-38e1b01fe60c,20000549,3,889.83,429.81
41,"2021-08-09 17:37:46",27,83904f1f-6d5b-4dcc-a7e7-c6189327f27d,20000550,5,241.83,612.26
396,"2022-02-09 09:27:49",76,4dc0578f-f96b-49c8-9237-be682fb01197,20000551,4,763.86,395.58
285,"2021-06-07 14:57:09",39,77f72eda-0419-4106-b201-8d87939099b0,20000552,5,347.51,462.8
287,"2021-09-02 02:58:37",42,abfab052-c849-49dd-80d5-4818088c31e2,20000553,3,439.04,121.65
210,"2021-08-19 21:45:51",183,5d34e7c5-9f6f-40d7-bd1b-f7d50a22f994,20000554,2,228.46,834.07
680,"2021-12-11 23:38:08",81,49d687cb-cd6f-4965-ba82-e0368b27904c,20000555,4,171.75,267.06
783,"2021-10-15 02:52:56",199,29cd4400-d186-4ef9-9c77-2ea5937b09d2,20000556,1,715.34,360.4
869,"2022-01-03 16:40:55",58,1138653d-c5ca-43f7-b27f-81c87ad89bce,20000557,5,785.89,783.3
223,"2021-08-14 10:25:30",75,7cbba383-dd59-4e17-bbfe-eade8a212f90,20000558,3,502.93,162.9
189,"2021-09-20 07:01:04",131,a76625d9-9f6e-4b29-a8ee-94644d6634da,20000559,5,724.66,759.67
556,"2021-09-19 13:22:23",151,93d81dab-7d8b-45de-98c9-10fbcd4f2831,20000560,1,490.08,970.03
492,"2021-04-30 08:25:58",33,5ac8c43d-4e96-403d-a88c-0b63eca66499,20000561,2,575.73,296.28
219,"2021-09-18 13:26:13",33,5ac8c43d-4e96-403d-a88c-0b63eca66499,20000562,4,346.18,421.97
322,"2021-06-10 23:24:28",81,49d687cb-cd6f-4965-ba82-e0368b27904c,20000563,3,232.6,261.73
752,"2021-06-03 13:58:06",10,335df32c-ab7a-4f6d-8959-848da30f0a13,20000564,3,610.26,977.72
970,"2021-08-18 12:46:08",137,721c04fd-b1f9-4820-8562-9930d2f70516,20000565,2,81.4,42.94
704,"2022-02-14 09:42:37",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000566,2,476.99,284.28
636,"2021-12-08 06:26:53",190,d07338ec-78d3-43f6-aa17-b16977b582cb,20000567,4,89.21,803.28
297,"2021-07-15 11:11:06",179,aa52ab3c-4595-4fc5-85b2-dc6f5d9541ad,20000568,3,4.83,294.99
317,"2021-05-08 00:08:07",76,4dc0578f-f96b-49c8-9237-be682fb01197,20000569,5,842.3,822.14
708,"2021-06-21 14:11:43",125,03b62042-e572-4150-9714-679f7d35fe69,20000570,4,267.93,125.29
299,"2021-11-24 06:42:56",162,ece5ba46-d6a1-4b3d-9405-9e3425367501,20000571,3,569.21,992.4
279,"2021-07-14 03:35:26",3,0abdeb89-7587-40ce-afba-59a65320369f,20000572,2,52.51,807.99
762,"2021-12-27 18:52:50",174,b9cfc89d-cb86-4cc8-aafc-38e45a63f267,20000573,1,908.46,24.62
380,"2021-11-08 09:12:35",182,71fb83b2-62ed-47b6-8f58-3057be00fa96,20000574,2,43.48,864.83
569,"2021-04-28 13:35:08",99,38568d58-88d2-466a-89a1-d214479d0201,20000575,2,898.39,842.27
90,"2021-04-06 05:20:12",108,d26191eb-7ccd-4cc0-a76a-d4baff4f1126,20000576,1,843.99,745.85
480,"2021-09-15 04:45:42",82,0a240b16-d2f4-4cc0-b0f7-81263922db34,20000577,5,64.53,336.99
850,"2021-08-10 03:19:50",167,bcf48cbc-67f5-4ff7-a6cd-9c22341e0db7,20000578,5,208.12,467.09
378,"2021-05-28 01:55:21",138,095d4734-2bfc-4015-adbb-b331e9455280,20000579,5,225.4,125.25
301,"2021-04-24 00:34:19",106,54faaf83-5744-40ce-bef4-98300db814db,20000580,3,291.39,3.1
335,"2021-08-01 05:47:00",73,cff36a31-215c-4dd5-a588-5dcf4c156c26,20000581,2,620.23,234.83
37,"2021-09-15 22:20:01",27,83904f1f-6d5b-4dcc-a7e7-c6189327f27d,20000582,5,818.67,639.28
557,"2021-11-14 21:55:57",121,aa2e0146-558e-4317-bc2b-4c3bbf9525b6,20000583,2,917.75,158.39
311,"2022-01-07 15:20:31",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000584,2,112.59,129.49
744,"2021-03-13 03:19:45",189,c0314d32-94e2-41e7-b1d7-423ff68eddd2,20000585,2,916.89,928.06
201,"2022-02-08 17:59:12",19,83601e32-e349-489e-8b94-6eb09d775811,20000586,3,331.14,90.45
803,"2022-02-24 08:08:14",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000587,3,126.06,2.04
532,"2022-03-03 06:18:13",32,355ea4f8-2faa-46d7-8915-9293bf0f8e09,20000588,5,562.7,56.44
389,"2021-10-06 13:38:35",75,7cbba383-dd59-4e17-bbfe-eade8a212f90,20000589,5,906.14,937.69
252,"2021-09-26 11:13:04",199,29cd4400-d186-4ef9-9c77-2ea5937b09d2,20000590,2,541.1,865.71
575,"2021-09-03 20:41:01",34,90430fca-267b-44e6-ade8-86660478ba45,20000591,3,293.19,96.91
432,"2021-09-25 01:05:30",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000592,3,718.27,331.17
547,"2021-03-27 04:26:39",71,363e7687-174f-4ec2-81d3-3e24033af430,20000593,1,529.16,21.29
704,"2021-09-21 02:07:48",108,d26191eb-7ccd-4cc0-a76a-d4baff4f1126,20000594,5,543.27,334.37
895,"2021-06-06 17:35:28",78,daf4c5ab-4d06-4552-9d08-f84883530dd1,20000595,1,466.71,537.7
877,"2021-03-22 00:52:52",173,a717a3f7-f08d-4393-8260-20668034dddd,20000596,5,131.89,93.94
58,"2021-04-29 06:49:22",22,ce268cc5-ae9c-4391-a202-5a7e9ce83181,20000597,2,260.87,822.37
40,"2021-08-26 00:02:34",35,1432eb37-04e3-4f79-a78c-9bb2b723b059,20000598,5,206.14,813.58
420,"2021-12-17 04:29:53",109,ff29d049-dfbe-43aa-bc30-9fff8f541488,20000599,2,607.71,268.23
913,"2021-05-14 02:10:21",120,761ddd58-cdf6-4a9b-b08d-4561f222a1d7,20000600,5,260.26,491.78
801,"2021-04-22 04:30:45",15,5a784d9c-d2fd-4a7b-91a2-b70e840f5d48,20000601,1,168.01,524.7
683,"2021-03-26 07:32:41",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000602,4,474.66,759.67
430,"2021-10-15 20:49:59",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000603,3,404.5,941.32
487,"2021-06-16 05:18:27",106,54faaf83-5744-40ce-bef4-98300db814db,20000604,2,117.15,608.76
649,"2022-01-15 21:40:06",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000605,1,112.61,290.62
434,"2021-09-13 03:10:00",61,3eda95bd-4b3a-4605-a759-ea9a521a36d7,20000606,3,254.46,511.32
899,"2021-07-25 20:52:05",54,0e50e95a-1044-405e-94f0-bc4f3751722d,20000607,1,522.42,543.76
627,"2022-01-22 20:20:12",87,f671c1aa-ea96-4a07-84f2-2d04f158a3b3,20000608,4,215.15,973.91
248,"2021-08-19 04:27:32",24,a53eec5d-9e6d-4771-a092-984079b8e60d,20000609,2,210.52,619.27
974,"2021-12-02 22:51:50",125,03b62042-e572-4150-9714-679f7d35fe69,20000610,4,180.36,649.28
297,"2021-04-28 04:27:00",62,20d06d8d-ee21-41ea-b32d-5468d56a8efb,20000611,4,902.67,78.7
578,"2022-01-08 00:51:40",90,a9bf0224-504c-41c3-a5cd-f003bbba6b03,20000612,5,987.82,704.82
481,"2021-12-03 05:19:52",173,a717a3f7-f08d-4393-8260-20668034dddd,20000613,3,624.04,460.49
851,"2021-06-24 23:25:28",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000614,3,956.97,174.11
439,"2021-10-15 15:20:08",36,a89fae99-9fb2-48e7-94fc-631d384f001f,20000615,4,423.62,56.73
954,"2021-03-19 19:07:54",28,aec5656c-1b84-4ebc-a17c-9917226824d7,20000616,3,624.06,136.48
913,"2021-05-26 04:12:39",19,83601e32-e349-489e-8b94-6eb09d775811,20000617,2,831.88,425.16
783,"2022-01-07 06:44:30",129,bc3de1db-1418-43a0-8f66-35de5e60e327,20000618,4,985.02,304.41
778,"2021-04-16 23:15:55",55,1949b25c-8775-47a7-b889-a56ea2212856,20000619,3,372.45,823.55
13,"2021-11-20 14:13:06",71,363e7687-174f-4ec2-81d3-3e24033af430,20000620,3,45.65,415.5
210,"2021-08-14 04:06:01",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000621,5,3.45,62.02
999,"2021-03-26 22:06:02",102,147dd6cf-62ba-4029-9e34-1207f3b2209c,20000622,4,566.78,771.55
354,"2021-06-11 22:19:02",87,f671c1aa-ea96-4a07-84f2-2d04f158a3b3,20000623,2,721.08,666.88
104,"2021-12-30 11:00:13",66,f0b4b2f4-b7e6-4204-8e27-571455a8ce54,20000624,5,955.93,493.42
697,"2021-08-03 17:47:27",182,71fb83b2-62ed-47b6-8f58-3057be00fa96,20000625,5,108.97,335.08
300,"2021-04-27 12:16:09",12,e3673e66-5411-49a5-93cc-14c7545c6794,20000626,4,814.33,479.43
860,"2021-04-14 20:13:06",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000627,3,237.14,427.73
630,"2021-04-24 11:37:45",7,7bc0bca5-8f77-41f5-9a70-e64efd8be7e7,20000628,5,337.48,563.46
450,"2022-02-25 02:26:46",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000629,3,518.84,246.97
560,"2021-04-23 06:46:27",35,1432eb37-04e3-4f79-a78c-9bb2b723b059,20000630,2,524.44,382.75
468,"2021-08-26 21:43:36",110,dfd536b5-b5dc-4643-b542-e41972d3e876,20000631,4,875.65,894.34
243,"2021-12-02 06:59:27",41,c4dda6b1-d71a-4ea5-971c-e6bbdb9a8790,20000632,1,440.62,632.98
809,"2021-06-20 18:22:35",161,fad76dad-5aea-45da-8b30-1701d553f30a,20000633,4,791.14,860.06
759,"2022-03-09 14:23:41",93,a1e5ffc0-4acb-4638-89dd-6c68a1211fa4,20000634,2,429.48,90.14
14,"2021-08-31 14:26:02",31,22eef2dd-4cd0-4717-937a-47f9ea67818b,20000635,2,359.79,291.91
925,"2021-06-22 08:55:34",78,daf4c5ab-4d06-4552-9d08-f84883530dd1,20000636,1,615.18,640.43
344,"2022-01-25 11:02:19",90,a9bf0224-504c-41c3-a5cd-f003bbba6b03,20000637,3,136.7,201.09
627,"2021-11-06 21:22:38",182,71fb83b2-62ed-47b6-8f58-3057be00fa96,20000638,5,115.78,334.03
410,"2021-12-05 23:11:10",179,aa52ab3c-4595-4fc5-85b2-dc6f5d9541ad,20000639,3,85.52,836.52
67,"2021-10-07 10:32:09",27,83904f1f-6d5b-4dcc-a7e7-c6189327f27d,20000640,5,637.19,684.54
458,"2021-12-02 14:59:55",67,cc1fddd1-9a17-439e-a742-e7d00cd39648,20000641,2,612.48,823.38
971,"2021-11-20 10:38:41",64,5a39e30a-eb76-4a3e-8023-ccc91e06233f,20000642,2,225.21,992.13
381,"2021-04-22 19:04:28",44,e1f0f79f-9db4-491a-8406-c63d68f964cb,20000643,4,28.46,576.73
313,"2021-03-30 05:06:34",112,9191ef57-ac5c-47a1-a373-5412ba576ea7,20000644,1,238.77,186.02
351,"2021-03-25 00:25:51",39,77f72eda-0419-4106-b201-8d87939099b0,20000645,1,570.11,204.17
735,"2021-11-17 20:09:59",173,a717a3f7-f08d-4393-8260-20668034dddd,20000646,3,518.32,777.52
824,"2021-10-09 22:52:02",93,a1e5ffc0-4acb-4638-89dd-6c68a1211fa4,20000647,5,271.72,674.42
940,"2021-03-13 08:47:14",192,65b5d1b7-3da4-47de-b24f-e6dfac15c430,20000648,5,486.71,854.46
977,"2021-10-31 00:36:16",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000649,5,981.23,544.96
149,"2021-11-22 19:28:40",174,b9cfc89d-cb86-4cc8-aafc-38e45a63f267,20000650,1,18.52,441.29
988,"2021-07-20 08:44:46",198,e71d4a07-742e-42f7-a390-94fec6e3273a,20000651,5,524.93,942.57
489,"2021-07-21 06:14:20",37,c10dd2f3-d2d0-44b0-83a0-449969b394a8,20000652,1,332.34,901.66
598,"2021-05-19 12:44:48",191,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,20000653,3,789.1,593.82
965,"2021-09-09 09:38:20",34,90430fca-267b-44e6-ade8-86660478ba45,20000654,2,187.69,668.28
371,"2021-10-23 03:12:58",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000655,1,469.76,300.83
819,"2021-04-13 20:13:37",175,b0c478bd-9dc4-4382-8f23-269809fdfc0f,20000656,4,601.86,347.33
169,"2022-02-25 05:33:07",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000657,2,753.38,263.94
363,"2022-02-14 18:36:39",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000658,3,909.58,411.48
28,"2021-11-15 21:37:37",84,63da1fe9-3452-4548-9ea9-fc3691c17a0f,20000659,2,547.35,120.47
871,"2022-02-23 07:45:44",39,77f72eda-0419-4106-b201-8d87939099b0,20000660,1,842.31,415.75
60,"2021-04-10 23:49:48",34,90430fca-267b-44e6-ade8-86660478ba45,20000661,2,404.32,946.49
663,"2022-02-20 21:32:33",191,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,20000662,4,20.86,6.42
767,"2022-02-17 15:05:03",83,5e16b493-9bd6-4cd6-9bca-38e1b01fe60c,20000663,4,973.27,212.32
956,"2021-03-27 13:55:02",141,852ca6c4-5f46-4ea6-80f4-fc01f8a04559,20000664,3,343.04,205.22
451,"2022-01-31 05:08:57",12,e3673e66-5411-49a5-93cc-14c7545c6794,20000665,5,880.95,82.46
274,"2021-04-15 16:49:42",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000666,4,431.8,148.58
624,"2021-05-16 01:42:39",193,445b5db5-6992-4b57-bc60-af966ecbf3a3,20000667,1,678.65,64.86
198,"2021-09-19 19:08:06",125,03b62042-e572-4150-9714-679f7d35fe69,20000668,1,192.9,144.29
90,"2021-07-24 08:49:05",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000669,4,21.17,789.58
65,"2021-07-02 21:30:13",150,0fb1e0d1-becf-4717-a098-6e654a8f6730,20000670,1,379.34,648.71
205,"2021-05-31 06:34:37",196,04e8f8a9-3a94-46b0-984c-3eee030a2ca3,20000671,5,800.99,909.32
477,"2022-01-26 21:16:00",84,63da1fe9-3452-4548-9ea9-fc3691c17a0f,20000672,2,129.21,479.12
788,"2021-04-05 20:37:38",149,5c11202d-4864-4453-a762-dd9a9a68df06,20000673,4,398.98,859.92
581,"2022-01-02 03:39:27",5,25126e92-eac0-4fe8-b428-e157a8cc355c,20000674,2,468.26,56
883,"2022-01-05 07:56:32",97,00c23d28-22a5-479b-9bf8-c2542398a4f0,20000675,5,871.12,53.14
810,"2021-05-27 23:09:43",130,ffb14902-954f-43c6-89ca-869f525a24c8,20000676,2,317.91,480.44
435,"2021-06-21 12:08:09",19,83601e32-e349-489e-8b94-6eb09d775811,20000677,2,383.68,143.36
416,"2021-03-13 04:21:16",199,29cd4400-d186-4ef9-9c77-2ea5937b09d2,20000678,2,514.59,661.61
998,"2021-07-24 21:21:00",123,58b9c80d-84f8-4e75-a09b-5fc94900da8d,20000679,2,477.92,375.29
462,"2021-11-22 23:23:36",191,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,20000680,3,950.36,757.5
528,"2021-09-08 21:16:09",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000681,5,2.93,260.57
729,"2021-12-09 14:41:28",127,07728d8d-d6aa-4191-80b6-e9fb1f7ca7f9,20000682,5,7.04,171.61
600,"2021-07-18 05:07:42",100,e079d06f-196b-43fd-8c8f-97c6cf86f09a,20000683,3,925.72,912.69
694,"2021-03-19 06:13:21",187,3c6426c2-2f82-4613-8adb-b23abd1ea755,20000684,3,555.14,654.6
20,"2021-12-08 06:57:13",26,2c8587e1-d056-4d01-b794-2cf56220a7df,20000685,2,657.52,517.78
923,"2022-02-13 09:57:53",37,c10dd2f3-d2d0-44b0-83a0-449969b394a8,20000686,1,125.52,349.32
319,"2021-11-26 05:58:49",35,1432eb37-04e3-4f79-a78c-9bb2b723b059,20000687,1,807.94,418.53
532,"2022-02-18 10:48:42",129,bc3de1db-1418-43a0-8f66-35de5e60e327,20000688,2,380.8,983.8
892,"2022-01-24 22:05:00",128,5a4feb93-b563-4ed2-a592-d4dba8ebaddb,20000689,1,743.16,649.13
579,"2021-05-21 23:49:13",43,0d43e307-6b12-4fb3-99a9-a7c55220fa31,20000690,3,708.46,865.54
930,"2021-05-20 18:01:10",166,d6edf7c8-aefa-4548-ae37-353416b55a7c,20000691,3,607.46,554.14
561,"2021-07-12 13:27:40",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000692,1,476.74,379.98
983,"2021-09-11 04:36:29",34,90430fca-267b-44e6-ade8-86660478ba45,20000693,3,423.39,455.71
152,"2022-01-08 02:31:51",62,20d06d8d-ee21-41ea-b32d-5468d56a8efb,20000694,1,77.02,746.24
230,"2021-08-13 13:57:20",165,5829786a-5b19-4fad-b788-3bea2e012953,20000695,3,445.31,126.95
184,"2021-11-02 06:13:05",116,0da33ce5-4322-428d-84d8-c685128193c1,20000696,1,833.92,868.43
513,"2021-04-05 02:38:42",181,e690b0e3-1177-47e3-bedd-fccf4e683fed,20000697,5,461.8,371.94
416,"2022-02-16 22:47:19",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000698,5,541.87,240.71
751,"2022-03-04 16:03:36",126,c6a28121-f182-41c9-a0ee-309648d2adde,20000699,1,614.01,540.08
774,"2021-12-31 04:17:16",19,83601e32-e349-489e-8b94-6eb09d775811,20000700,5,298.3,407.92
528,"2022-02-08 04:22:00",25,f81d331d-bdf7-4122-9b83-e091bdb593d2,20000701,4,751.17,324.13
63,"2022-01-16 01:18:42",58,1138653d-c5ca-43f7-b27f-81c87ad89bce,20000702,2,441.14,217.3
495,"2022-01-22 17:34:55",200,e61d29a1-3fa0-49c3-9a06-9395eabb7d8f,20000703,4,591.36,487.64
206,"2021-03-12 04:04:47",32,355ea4f8-2faa-46d7-8915-9293bf0f8e09,20000704,2,48.45,995.08
159,"2021-08-14 06:14:00",108,d26191eb-7ccd-4cc0-a76a-d4baff4f1126,20000705,2,294,66.55
260,"2021-07-22 01:55:07",192,65b5d1b7-3da4-47de-b24f-e6dfac15c430,20000706,2,661.41,995.73
501,"2021-12-23 22:45:13",16,bcc67833-6346-4c49-813f-32445bbb59f9,20000707,3,403.64,496.85
648,"2021-07-16 18:49:15",46,1bbf6db8-4785-47fb-8aa3-47544d520660,20000708,3,844.03,639.68
100,"2021-12-21 13:55:27",52,184fa7e8-9987-426a-874d-79fcbba69f86,20000709,2,460.11,584.5
333,"2022-01-09 08:59:17",187,3c6426c2-2f82-4613-8adb-b23abd1ea755,20000710,1,923.57,910.61
283,"2021-03-14 20:09:51",32,355ea4f8-2faa-46d7-8915-9293bf0f8e09,20000711,5,78.47,485.79
300,"2022-01-31 06:19:12",44,e1f0f79f-9db4-491a-8406-c63d68f964cb,20000712,4,801.9,864.84
422,"2021-08-18 11:49:54",62,20d06d8d-ee21-41ea-b32d-5468d56a8efb,20000713,3,533.64,999.12
63,"2021-05-30 14:44:24",82,0a240b16-d2f4-4cc0-b0f7-81263922db34,20000714,5,471.22,630.2
911,"2021-07-13 11:37:56",16,bcc67833-6346-4c49-813f-32445bbb59f9,20000715,5,286.02,396.4
742,"2021-09-27 16:34:35",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000716,5,50.59,433.78
379,"2021-05-10 07:36:40",142,bd0e48b7-de0c-4676-a922-c35ecc1942a4,20000717,3,827.1,995.63
745,"2021-05-19 17:48:46",26,2c8587e1-d056-4d01-b794-2cf56220a7df,20000718,1,248.67,247.13
668,"2021-09-04 08:08:06",155,f0a52242-b3ca-4f01-91b3-f464b7fd3361,20000719,2,552.61,480.14
420,"2021-11-25 09:33:30",127,07728d8d-d6aa-4191-80b6-e9fb1f7ca7f9,20000720,1,810.68,524.48
527,"2021-05-05 02:13:38",182,71fb83b2-62ed-47b6-8f58-3057be00fa96,20000721,1,982.67,743.71
683,"2022-03-03 22:09:02",112,9191ef57-ac5c-47a1-a373-5412ba576ea7,20000722,4,758.52,866.94
832,"2021-11-23 03:00:02",199,29cd4400-d186-4ef9-9c77-2ea5937b09d2,20000723,3,880.43,853.75
781,"2021-05-23 21:36:59",18,18ecb7e2-0978-4ee6-a998-dfbce899bec7,20000724,5,694.08,990.21
346,"2022-01-29 07:28:36",124,38d181ca-60e0-4de0-885f-0f5d01516c5d,20000725,5,241.51,476.62
492,"2021-09-17 10:25:33",42,abfab052-c849-49dd-80d5-4818088c31e2,20000726,1,824.72,965.28
559,"2022-02-09 22:40:59",21,05c803ec-dc85-422e-a94a-4073f6f922ea,20000727,2,699.39,817.59
57,"2021-09-15 00:54:12",82,0a240b16-d2f4-4cc0-b0f7-81263922db34,20000728,4,253.3,944.54
527,"2021-12-23 04:25:38",115,da7bfcaf-c158-4f96-a17c-2282a80daed3,20000729,3,534.19,113.18
481,"2021-07-26 19:28:40",96,2bfe6f2e-3d9b-491e-a11d-bacf26e897d6,20000730,4,401.97,930.35
238,"2022-02-01 06:28:03",57,3b4a9ca6-2e8d-44d1-ae05-123483d42520,20000731,3,671.45,750.57
649,"2021-08-21 15:49:16",55,1949b25c-8775-47a7-b889-a56ea2212856,20000732,4,993.9,432.84
502,"2021-07-06 08:48:36",88,66f1e353-13c8-45de-a2ba-95370eac8e8f,20000733,2,199.53,572.07
309,"2021-04-21 05:20:17",52,184fa7e8-9987-426a-874d-79fcbba69f86,20000734,4,296.51,511.91
159,"2021-05-10 02:57:56",162,ece5ba46-d6a1-4b3d-9405-9e3425367501,20000735,5,875.11,759.34
175,"2021-07-27 18:24:58",4,931913cc-9d2f-4645-be6e-419704949a2f,20000736,3,478.57,469.25
671,"2022-02-27 07:00:54",159,88e1e2d9-0f7b-46be-942f-05b9ce3ffe6b,20000737,4,210.21,163.41
