id,name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date,seller,category
207,velit,"aperiam eaque ipsa",480.89,8,965.5,953.04,37,550.79,"2021-09-23 06:44:40","2021-09-29 03:39:06",95,6
208,velit,"sed quia non",239.5,0,598.78,309.7,47,145.9,"2021-10-28 01:51:07","2021-09-30 16:10:14",109,26
209,iste,"voluptatem sequi nesciunt",857.05,0,423.55,536.74,1,793.12,"2021-09-17 11:08:49","2021-12-14 03:07:16",67,14
210,quaerat,"saepe eveniet ut",693.29,0,392.39,532.55,3,315.98,"2021-07-22 00:36:16","2021-11-06 02:19:54",173,34
211,rem,"excepturi sint occaecati",632.85,9,55.86,390.18,73,851.99,"2021-08-12 13:18:08","2021-05-09 06:58:18",10,33
212,quis,"dignissimos ducimus qui",709.43,2,636.03,234.92,76,132.01,"2022-02-24 11:43:12","2021-07-27 04:17:38",122,12
213,quo,"aut consequatur vel",822.25,6,717.82,216.3,34,74.86,"2021-03-16 21:46:45","2021-08-10 08:35:27",185,43
214,sunt,"ipsa quae ab",471.09,4,924.5,306.6,36,561.06,"2021-03-11 21:15:53","2021-05-28 09:57:34",119,23
215,et,"ut aut reiciendis",833.8,9,525.65,372.29,41,414.52,"2021-09-03 12:57:52","2021-05-04 07:06:24",51,46
216,non,"temporibus autem quibusdam",329.58,7,572.57,89.78,35,905.66,"2021-10-11 20:48:59","2021-06-13 06:19:19",13,47
217,consequatur,"a sapiente delectus",144.09,2,753.1,930.44,56,505.61,"2021-06-19 18:09:56","2021-07-10 13:49:36",128,25
218,distinctio,"neque dolorem ipsum",708.23,2,506.18,790.57,6,775.42,"2021-10-19 13:08:46","2021-05-01 20:26:05",185,14
219,doloribus,"doloremque aperiam eaque",643.32,7,877.89,47.79,45,333.51,"2021-12-31 16:53:04","2021-10-29 05:28:54",46,32
220,occaecati,"consequatur aut perferendis",653.03,7,8.02,813.36,21,877.69,"2021-06-19 12:57:57","2022-01-22 04:46:35",5,44
221,earum,"consequuntur magni dolores",375.43,1,705.39,544.93,92,546.37,"2021-04-28 20:19:32","2022-02-18 21:00:25",149,35
222,iure,"quis autem vel",813.13,7,256.15,956.18,14,169.77,"2021-05-17 11:34:06","2022-01-26 04:19:38",62,16
223,suscipit,"provident sed ut",715.66,9,102.53,42.49,12,510.44,"2021-08-24 00:32:54","2022-01-28 01:12:04",27,8
224,nostrum,"non numquam eius",210.66,3,224.36,903.67,48,872.76,"2021-12-05 12:12:39","2021-11-13 14:09:31",4,21
225,et,"repudiandae sint et",690.59,0,362.67,300.06,90,948.55,"2021-10-04 10:42:31","2021-10-19 22:14:53",108,14
226,est,"hic tenetur a",894.49,6,80.81,616.59,33,846.24,"2021-04-13 23:50:48","2021-03-27 16:15:40",41,26
227,voluptate,"corporis nemo enim",811.94,0,527.68,879.83,53,533.7,"2021-09-25 22:18:46","2021-03-13 08:07:05",7,38
228,nihil,"sunt explicabo aspernatur",951.2,3,865.45,795.15,96,444.01,"2022-02-02 21:23:30","2021-03-30 11:36:12",167,45
229,aut,"sed ut perspiciatis",994.88,8,264.17,766.98,78,593.54,"2021-03-16 01:52:22","2021-04-27 18:40:27",45,34
230,dolor,"quae ab illo",441.18,2,924.92,504.91,38,885.43,"2021-10-28 08:21:01","2021-05-11 03:20:36",108,45
231,vitae,"sed quia non",853.09,1,981.29,75.11,96,903.87,"2021-10-13 16:55:29","2021-03-31 13:45:45",14,47
232,quaerat,"praesentium laudantium totam",82.22,9,935.2,236.15,12,460.36,"2021-11-11 01:48:36","2021-07-30 11:53:03",50,33
233,amet,"nulla pariatur at",40.65,6,675.42,987.95,88,431.61,"2021-09-27 15:11:21","2021-09-14 04:21:32",55,20
234,odit,"natus error similique",133.74,7,883.52,286.56,52,607.93,"2021-11-25 08:02:51","2021-08-20 13:49:19",103,48
235,fugiat,"quibusdam et aut",842.51,5,652.79,653.62,18,698.42,"2022-01-06 15:33:03","2022-01-11 02:53:37",168,13
236,vel,"facilis est et",89.03,1,938.71,354.47,59,906.49,"2022-02-22 01:49:41","2021-05-20 00:57:59",56,22
237,fugiat,"ut aut reiciendis",752.98,7,547.34,885.55,81,813.38,"2021-11-28 03:55:46","2021-05-05 13:46:47",19,6
238,vel,"sed quia non",170.67,3,321.39,518.9,50,337.75,"2021-10-18 23:22:36","2021-03-19 20:58:28",85,42
239,fuga,"enim ipsam voluptatem",28.96,3,851.5,573.5,6,546.6,"2021-04-11 16:19:35","2022-01-30 22:07:38",91,41
240,optio,"error similique sunt",630.27,7,947.5,886.79,92,457.9,"2022-02-14 16:50:04","2021-06-15 14:33:03",165,45
241,quae,"est qui minus",389.75,0,184.89,497.23,52,894.02,"2021-06-22 07:28:14","2021-10-29 16:02:29",85,24
242,dolore,"quia dolor sit",593.46,9,249.54,247.31,11,652.44,"2021-11-22 11:59:26","2021-11-02 20:57:31",35,27
243,consequuntur,"et quasi architecto",972.36,0,127.32,600.2,26,377.49,"2021-08-28 05:24:12","2021-10-19 00:52:53",64,25
244,dolores,"eos et accusamus",244.7,8,418.45,806.3,48,371.1,"2021-10-19 08:16:26","2021-06-11 13:44:40",82,4
245,minus,"ut enim ad",629.88,8,42.65,756.95,31,769.02,"2022-02-18 00:08:56","2021-10-06 12:33:04",175,19
246,ratione,"aut odit aut",160.06,4,717.94,13.84,93,443.29,"2021-08-23 08:36:05","2021-08-19 02:38:12",130,35
247,natus,"qui minus id",187.39,3,215.94,464.18,49,174.44,"2021-07-30 12:10:54","2021-10-14 11:02:36",73,32
248,voluptatem,"nisi ut aliquid",431.38,9,800.4,242.81,55,809.43,"2021-06-06 23:21:26","2021-04-08 12:32:10",107,32
249,fugit,"molestias excepturi sint",336.07,3,300.04,689.03,90,655.93,"2022-03-09 02:53:50","2021-06-25 05:12:08",75,44
250,error," consequatur aut",327.81,4,39.24,226.52,81,581.23,"2021-04-11 15:13:36","2021-10-31 01:06:24",181,47
251,rerum,"velit esse quam",917.76,3,378.14,543.85,31,304.88,"2021-04-26 00:07:57","2022-03-08 12:13:04",154,9
252,voluptates,"fugit sed quia",62.85,3,318.88,876.52,28,36.96,"2022-01-09 08:44:11","2021-12-28 21:36:01",85,8
253,mollitia,"labore et dolore",197.82,6,452.03,590.14,85,231.38,"2022-01-25 01:54:19","2022-01-17 09:28:06",183,35
254,placeat,"quo porro quisquam",174.52,4,190.88,852.98,34,928.81,"2021-09-15 19:07:03","2021-05-17 16:23:33",192,39
255,fuga,"voluptatem ut enim",451.68,8,399,666.93,62,869.48,"2022-02-22 06:52:32","2021-11-11 19:08:00",177,18
256,qui,"quas molestias excepturi",837.86,6,402.62,671.22,70,129.84,"2021-06-20 23:08:03","2021-09-24 12:52:09",81,36
257,totam,"deserunt mollitia animi",594.05,9,547.15,668.88,66,212.79,"2021-12-19 09:24:03","2021-08-30 19:53:13",68,18
258,quidem,"in culpa qui",637.38,5,439.14,745.42,7,696.22,"2021-11-12 05:46:45","2022-02-08 21:13:12",183,37
259,officia,"est qui minus",109.3,2,983.02,106.86,22,765.42,"2021-08-25 11:32:47","2022-02-13 08:06:12",200,6
260,praesentium,"earum rerum hic",350.84,7,48.17,74.77,32,109.27,"2021-07-19 12:21:27","2021-08-29 00:37:34",94,24
261,facere,"veniam quis nostrum",333.77,3,479.46,906.73,28,228.92,"2021-07-01 09:42:14","2021-05-15 13:43:58",151,19
262,est,"dolore magnam aliquam",557.37,3,976.65,793.09,99,274.66,"2021-07-07 06:15:54","2021-12-11 06:00:46",125,28
263,autem,"quos dolores et",825.81,7,240.64,677.18,62,682.49,"2021-08-14 04:52:04","2021-10-17 13:15:52",157,16
264,accusamus,"dolorem eum fugiat",661.84,0,144.16,992.25,53,507.99,"2021-12-28 06:52:08","2021-08-26 05:40:52",105,16
265,minus,"tenetur a sapiente",539.4,1,750.16,507.58,70,522.84,"2021-08-10 19:15:25","2022-02-16 07:10:16",100,11
266,enim,"quas molestias excepturi",704.54,9,489.94,457.44,78,749.7,"2021-07-16 20:15:06","2021-05-18 23:19:55",185,34
267,eum,"eligendi optio cumque",52.5,6,595.42,901.47,83,723.98,"2021-08-24 02:30:40","2021-08-22 14:09:51",6,49
268,ut,"adipisci velit sed",362.6,1,106.75,86.3,31,849.12,"2021-06-29 23:55:50","2021-06-15 06:31:45",105,31
269,eum,"omnis voluptas assumenda",617.65,9,651.48,495.13,97,861.04,"2022-01-11 18:51:38","2021-08-06 09:07:09",100,35
270,perspiciatis,"tenetur a sapiente",728.71,1,833.63,826.75,30,223.13,"2022-01-29 00:07:33","2021-05-06 07:03:58",164,5
271,incidunt,"nostrum exercitationem ullam",561.64,8,437.63,392.36,16,794.34,"2022-01-22 23:17:21","2021-11-06 17:07:03",20,18
272,delectus,"molestiae non recusandae",144.12,8,630.88,487.95,73,309.01,"2021-03-19 00:28:31","2021-07-16 22:56:53",109,16
273,ducimus,"nihil molestiae et",0.09,10,446.57,98.89,48,629.99,"2021-07-01 03:01:09","2022-01-14 02:54:23",184,9
274,facilis,"explicabo aspernatur aut",764.45,0,488.31,348.08,63,286.95,"2021-05-17 22:48:44","2021-12-24 22:37:37",76,2
275,autem,"sit suscipit laboriosam",780.48,9,772.66,500.54,49,316.61,"2021-06-22 18:25:47","2021-10-04 00:34:19",138,34
276,quis,"dolore magnam aliquam",396.96,10,649.54,588.54,19,644.89,"2021-08-29 03:57:23","2022-01-30 15:17:50",17,24
277,aut,"quod maxime placeat",379.53,2,175.22,146.36,4,317.19,"2021-07-04 21:37:57","2022-01-04 21:51:59",152,31
278,ad,"ea commodi consequatur",220.23,9,314.01,220.3,44,481.77,"2021-10-07 01:17:04","2021-06-29 18:59:55",104,11
279,et,"aut reiciendis voluptatibus",715.38,6,330.58,809.32,91,268.81,"2022-01-07 05:29:56","2021-10-08 06:32:05",46,38
280,quia,"reiciendis voluptatibus maiores",182.81,6,458.63,586.29,4,67.52,"2021-04-09 06:34:37","2021-05-14 07:43:39",141,4
281,est,"et accusamus officiis",280.96,9,836.17,998.06,78,29.15,"2021-06-23 10:23:36","2021-05-27 00:02:31",69,28
282,molestiae,"reprehenderit qui in",299.12,6,424.54,573.5,12,17.4,"2021-07-16 18:55:06","2021-07-21 02:39:15",175,36
283,vitae,"laboriosam nisi ut",674.71,1,532.03,412.47,14,157.84,"2022-01-07 22:29:20","2021-06-07 07:43:50",26,34
284,nemo,"cum soluta nobis",690.41,7,383.12,756.88,85,109.8,"2021-05-07 04:33:39","2021-09-22 05:00:15",106,43
285,commodi,"corrupti quos dolores",338.69,3,912.84,889.33,18,302.31,"2021-11-12 07:47:19","2021-07-15 04:50:57",71,6
286,beatae,"assumenda est omnis",646.83,9,314.84,776.53,93,439.17,"2022-01-31 17:31:12","2021-08-13 14:37:23",55,49
287,deleniti,"eos qui ratione",473.73,2,95.78,658.94,24,155.15,"2021-09-22 09:29:41","2021-05-09 03:36:35",73,31
288,facilis,"autem vel eum",431.87,10,705.55,374.67,95,245.71,"2021-09-20 15:35:24","2021-03-25 21:50:33",138,43
289,quo,"et expedita distinctio",775.75,10,373.48,43.09,64,350.89,"2021-08-09 06:02:40","2021-12-01 19:20:53",68,25
290,corrupti,"eum fugiat quo",117.6,1,315.72,257.67,63,528.57,"2021-06-06 06:49:26","2021-10-12 05:39:33",102,6
291,quo,"ut perspiciatis unde",541.52,5,653.59,845.24,37,530.01,"2021-12-21 18:34:13","2021-12-02 15:16:19",163,47
292,qui,"et dolorum fuga",757.02,6,434.13,313.17,39,91.2,"2021-09-26 11:35:06","2021-12-24 20:43:11",59,22
293,magni,"officia deserunt mollitia",699.96,8,888.58,300.83,68,169.69,"2022-02-04 17:14:17","2021-10-18 18:54:09",184,42
294,aliquid,"qui blanditiis praesentium",851.57,6,952.8,366.17,5,494.77,"2022-01-05 14:21:44","2021-12-12 19:20:17",122,38
295,consequatur,"eos et accusamus",432.29,9,412.18,320.42,12,66.47,"2021-12-26 08:18:47","2021-06-28 02:41:18",130,34
296,ipsam,"aut fugit sed",249.34,0,577.61,768.78,45,896.71,"2021-09-07 00:01:31","2021-12-13 10:14:45",113,21
297,et,"beatae vitae dicta",966.7,5,716.21,97.14,87,398.94,"2021-10-29 13:26:41","2021-07-03 00:14:48",47,21
298,voluptas,"autem vel eum",231.59,6,770.43,417.71,36,356.86,"2021-04-14 13:56:34","2021-08-01 23:25:05",14,44
299,facere,"rerum facilis est",309.42,10,586.35,15.31,79,595.1,"2021-12-20 19:15:11","2022-03-08 03:10:05",37,37
300,fugit,"velit sed quia",384.55,9,114.85,471.33,75,7.08,"2021-05-18 17:55:13","2021-09-21 11:46:44",49,18
301,quisquam,"at vero eos",34.99,4,614.17,795.05,100,27.63,"2021-07-24 12:29:29","2022-03-07 06:40:24",89,6
302,impedit,"pariatur at vero",993.76,7,652.01,916.28,94,47.06,"2021-09-09 02:15:45","2021-11-28 00:52:15",189,32
303,rerum,"natus error similique",210.32,10,783.59,393.59,85,489.01,"2022-01-20 21:31:08","2021-04-29 11:38:47",88,35
304,consectetur,"et molestiae non",377.83,6,685.21,364.89,20,601.59,"2021-06-05 00:34:41","2021-10-14 07:55:29",49,23
305,commodi,"sit suscipit laboriosam",997.27,1,731.77,564.7,31,377.41,"2021-06-09 21:21:32","2021-11-30 09:07:20",40,11
306,odit,"recusandae itaque earum",267.66,5,256.07,865.98,17,823.15,"2021-10-20 23:36:54","2022-01-13 22:14:06",65,6
307,et,"distinctio nam libero",497.2,4,479.53,532.1,100,917.15,"2021-12-20 14:57:16","2021-08-13 11:00:34",114,49
308,quia,"in culpa qui",533.13,4,525.26,733.6,92,416.52,"2021-03-28 01:53:37","2021-07-29 21:50:28",56,45
309,voluptatum,"odit aut fugit",569.63,6,460.86,479.86,21,268.42,"2021-10-30 05:02:34","2021-11-09 21:42:41",6,5
310,cupiditate,"culpa qui officia",858.78,9,501.87,821.33,53,46.01,"2021-12-31 15:01:03","2021-09-08 00:33:56",60,9
311,dolorum,"impedit quo porro",827.18,7,614.03,666.25,52,886.3,"2021-07-18 20:08:53","2021-03-15 20:57:58",181,8
312,et,"repellat alias consequatur",429.58,9,538.6,108.75,58,87.81,"2021-09-25 03:16:28","2021-08-22 15:59:54",42,28
313,laboriosam,"sed quia non",297.08,7,937,646.53,81,201.68,"2021-07-09 19:05:41","2021-08-16 22:08:43",66,43
314,neque,"accusamus officiis debitis",168.08,3,180.31,812.33,7,496.46,"2021-04-24 14:10:41","2021-03-23 10:31:11",182,47
315,aspernatur,"labore et dolore",846.03,5,953.75,918.63,48,657.53,"2021-12-19 18:04:02","2021-05-10 01:30:00",119,45
316,soluta,"voluptatibus maiores doloribus",531.01,7,85.47,544.89,37,254.64,"2021-11-13 11:15:33","2021-08-09 10:59:41",51,48
317,consequatur,"at vero eos",810.31,8,611.3,409.8,24,88.33,"2021-10-12 18:52:03","2021-12-10 10:02:31",30,29
318,necessitatibus,"iusto odio dignissimos",129.1,0,474.74,741.5,30,424.24,"2021-09-09 15:43:11","2021-07-21 13:06:25",179,13
319,qui," consequatur aut",219.47,3,912.94,680.57,57,423.1,"2021-09-16 09:58:36","2021-06-16 10:55:39",118,18
320,aspernatur,"neque dolorem ipsum",527.46,6,296.2,177.9,67,561.12,"2022-01-28 08:26:20","2021-12-21 17:10:01",60,49
321,quam,"ut et voluptates",501.76,8,864.29,117.55,76,544.37,"2021-04-28 23:31:26","2021-12-09 13:28:00",14,29
322,porro,"iste natus error",111.21,2,965.06,696.23,5,1.18,"2021-11-05 01:38:17","2021-06-11 14:06:47",57,35
323,ipsam,"est et expedita",220.18,9,419.3,626.82,88,596.4,"2021-08-23 15:37:38","2021-11-17 19:50:35",166,36
324,dolor,"eum fugiat quo",322.94,4,859.82,942.46,44,428.5,"2021-06-29 08:13:05","2022-01-10 09:16:29",188,14
325,exercitationem,"rerum necessitatibus saepe",85.03,1,9.18,552.12,41,674.08,"2021-04-05 12:50:29","2021-12-28 19:15:14",171,1
326,exercitationem,"veniam quis nostrum",62.64,10,955.31,460.18,73,291.52,"2022-02-17 05:55:53","2022-02-09 21:06:29",151,49
327,non,"adipisci velit sed",185.53,1,603.64,896.28,52,75.17,"2021-03-31 01:22:56","2021-11-10 18:27:19",132,3
328,expedita,"sit amet consectetur",887.07,5,375.47,237.19,1,20.99,"2022-01-11 05:09:30","2021-08-13 21:42:30",60,1
329,vel,"velit sed quia",979.1,10,504.06,604.69,96,822.74,"2021-10-28 04:33:59","2022-01-02 13:17:18",19,19
330,fugiat,"reiciendis voluptatibus maiores",73.16,0,49.13,319.44,86,650.19,"2021-07-12 19:21:09","2021-12-10 00:50:52",165,9
331,inventore,"quaerat voluptatem ut",407.15,10,564.46,354.06,46,511.75,"2021-03-14 12:57:32","2021-12-21 04:22:49",25,12
332,accusantium,"earum rerum hic",677.53,5,63.5,178.23,41,62.61,"2022-03-03 18:46:53","2022-01-31 21:13:59",27,33
333,dolor,"voluptatibus maiores doloribus",382.2,6,705.29,908.38,16,307.94,"2021-07-31 02:46:10","2022-01-28 18:44:33",104,1
334,saepe,"consequatur aut perferendis",202.94,5,269.48,285.76,23,277.19,"2021-04-20 16:51:59","2021-07-29 16:24:19",129,11
335,eos,"enim ad minima",171.22,10,206.6,859.63,6,904.03,"2021-12-23 18:59:18","2021-03-13 19:45:13",53,18
336,facilis,"rem voluptatum deleniti",914.3,0,223.26,669.92,12,990.96,"2021-06-24 07:58:26","2021-08-13 17:53:41",91,39
337,officiis,"officiis debitis aut",530.6,10,384.92,118.65,66,520.38,"2021-10-06 11:09:08","2021-03-24 14:26:19",127,19
338,minus,"omnis voluptas assumenda",753.29,8,239.76,247.1,86,494.5,"2021-04-18 21:02:49","2021-10-26 08:35:29",96,30
339,quis,"unde omnis iste",87.09,9,375.79,300.33,27,990.86,"2021-10-15 11:31:00","2021-10-06 00:31:11",19,33
340,ex,"delectus ut aut",779.48,2,579.94,292.13,15,304.2,"2021-04-16 07:41:32","2021-10-23 23:18:32",19,44
341,voluptate,"magni dolores eos",649.85,0,863.37,508.95,25,3.82,"2021-09-25 20:03:57","2021-04-04 09:17:30",101,6
342,quibusdam,"odit aut fugit",610.9,2,155.03,929.01,6,593.93,"2021-08-02 13:03:19","2021-10-08 07:28:04",141,22
343,ut,"culpa qui officia",673.48,6,741.64,161.25,90,51.86,"2021-11-21 18:03:47","2021-09-29 20:00:47",116,38
344,assumenda,"autem vel eum",335.55,10,269.48,513.9,95,521.76,"2021-05-21 16:08:01","2021-03-11 09:38:43",30,38
345,accusantium,"corrupti quos dolores",203.42,1,185.57,28.25,24,422.12,"2022-01-27 00:40:58","2021-12-06 18:31:53",155,50
346,repellendus,"sit voluptatem accusantium",228.93,5,602.99,46.82,30,26.62,"2021-05-24 03:13:14","2021-12-09 09:51:18",190,21
347,sapiente,"minus id quod",159.24,4,334.58,439.5,67,926.87,"2021-12-17 03:02:16","2021-08-02 13:57:17",58,45
348,magnam,"enim ipsam voluptatem",73.87,5,351.29,332.64,10,67.67,"2021-12-29 23:54:47","2021-10-29 05:02:47",52,21
349,qui,"pariatur at vero",430.32,9,788.71,430.27,75,358.45,"2021-07-08 12:56:22","2021-11-01 13:59:48",118,38
350,dolor,"quia non numquam",388.07,9,555.28,559.86,58,716.63,"2022-01-10 21:35:34","2021-10-16 11:45:52",66,7
351,aliquam,"numquam eius modi",668.7,9,557.34,147.84,22,455.04,"2021-08-13 21:07:19","2021-09-27 15:19:38",125,48
352,repudiandae,"rerum hic tenetur",821.92,0,73.89,173.69,10,574.49,"2021-09-30 06:56:39","2021-08-25 00:23:49",170,44
353,qui,"hic tenetur a",289.8,7,268.63,212,75,201.12,"2021-07-24 10:37:25","2021-06-01 17:07:17",140,45
354,molestiae,"tempora incidunt ut",954.18,0,873.61,84.42,71,537.92,"2021-03-19 14:31:19","2021-09-13 17:24:37",38,20
355,quo,"praesentium laudantium totam",450.18,3,77.19,47.29,95,678.97,"2022-02-19 17:42:12","2022-01-14 18:12:07",149,1
356,deserunt,"autem quibusdam et",409.1,4,927.98,105.24,75,195.22,"2021-08-22 04:08:37","2021-11-30 00:40:14",197,2
357,molestiae,"tenetur a sapiente",408.14,8,821.49,231.95,21,105.54,"2021-05-23 05:54:24","2021-12-06 13:06:15",126,29
358,earum,"facere possimus omnis",218.6,8,208.45,733.32,56,343.28,"2021-10-29 03:41:16","2022-01-28 06:42:17",188,14
359,cum,"perferendis sit voluptatem",448.35,5,488.05,3.9,15,34.83,"2022-02-21 06:02:34","2021-06-24 00:17:41",187,37
360,culpa,"ea commodi consequatur",184.63,8,464.49,494.53,38,40,"2021-08-04 06:39:40","2022-01-04 04:41:07",159,9
361,ipsam,"sunt explicabo aspernatur",553.85,10,815.24,141.58,92,360.8,"2021-09-20 04:27:54","2021-09-06 07:14:05",120,28
362,illo,"velit sed quia",851.06,7,138.66,83.41,75,888.75,"2022-01-24 04:18:09","2021-08-07 16:38:46",88,37
363,error,"provident sed ut",627.2,9,686.38,334.37,8,404.14,"2022-01-01 23:56:18","2021-05-08 14:36:54",176,1
364,a,"blanditiis praesentium laudantium",393.84,0,436.99,380.91,1,475.24,"2021-11-23 08:14:35","2022-01-31 21:15:32",135,27
365,provident,"quia voluptas sit",655.99,1,254.15,846.43,93,939.26,"2021-12-04 07:04:35","2021-10-21 17:52:32",5,43
366,recusandae,"voluptatum deleniti atque",382.04,9,366.86,703.82,10,96,"2022-01-08 14:01:14","2021-08-25 13:39:44",95,4
367,omnis,"reiciendis voluptatibus maiores",759.37,6,570.22,517.14,4,52.85,"2022-02-12 04:52:10","2022-02-01 18:21:24",161,42
368,iste,"error similique sunt",892.07,2,417.95,582.12,35,751.29,"2021-06-28 16:29:05","2021-07-06 12:56:42",145,16
369,dolor,"ut et voluptates",638.41,6,406.75,311.13,76,37.68,"2021-10-31 12:46:54","2021-04-13 20:54:58",25,33
370,nesciunt,"dolorem ipsum quia",869.67,7,46.74,744.44,47,991.04,"2021-06-24 17:36:23","2021-04-12 21:45:01",19,38
371,laborum,"dicta sunt explicabo",481.25,10,937.59,864.37,62,374.63,"2021-10-03 15:53:06","2021-12-03 17:29:02",91,47
372,ipsa,"omnis voluptas assumenda",260.28,6,338.9,464.76,12,934.93,"2021-07-21 16:46:56","2021-06-06 12:20:01",95,12
373,aut,"cupiditate non provident",373.61,5,970.5,611.56,66,366.97,"2021-10-31 11:22:24","2022-01-08 03:53:31",142,24
374,voluptatem,"omnis voluptas assumenda",860.77,3,569.29,326.02,82,185.44,"2021-08-13 13:00:31","2021-06-20 14:40:55",3,1
375,nemo,"minus id quod",609.45,3,178.51,328.42,60,904.68,"2021-08-03 07:19:15","2022-03-07 16:07:37",87,43
376,suscipit,"exercitationem ullam corporis",272.94,8,453.62,210.48,63,116.23,"2021-05-19 03:19:40","2021-06-25 10:34:28",31,19
377,voluptatem,"eos qui ratione",947.52,0,336.14,972.78,25,145.85,"2021-07-31 08:24:21","2021-12-12 01:55:02",20,27
378,dolores,"et expedita distinctio",287.22,1,61.45,163.62,93,102.58,"2021-12-06 02:56:12","2021-06-15 03:14:10",117,6
379,cum,"fugit sed quia",927.12,2,452.43,93.38,23,380.92,"2021-07-04 23:20:20","2022-02-13 01:40:30",32,27
380,officiis,"quas molestias excepturi",970.92,4,192.29,165.88,20,445.07,"2021-09-11 21:50:22","2021-04-17 21:42:33",4,35
381,sint,"quod maxime placeat",184.7,2,860.58,485.79,1,850.94,"2021-03-24 18:15:34","2021-07-01 11:16:42",56,10
382,est,"nulla pariatur at",239.94,4,757.52,608.19,25,874.25,"2021-07-23 08:49:10","2022-02-07 16:34:14",58,22
383,eius,"dolores eos qui",967.55,6,656.56,723.54,74,881.83,"2021-09-01 11:36:39","2021-08-21 15:07:40",72,44
384,est,"ea commodi consequatur",255.05,7,284.52,939.59,33,621.91,"2021-08-08 06:27:34","2021-04-07 16:26:05",113,24
385,itaque,"deserunt mollitia animi",994.07,5,39.49,81.97,60,530.07,"2021-05-11 19:00:17","2022-02-09 14:13:44",29,41
386,voluptates,"ipsam voluptatem quia",508.87,1,367.07,268.59,43,165.23,"2021-08-14 07:40:20","2021-09-21 14:57:34",70,29
387,occaecati,"eveniet ut et",231.82,2,47.27,708.64,97,514.8,"2021-09-21 02:20:52","2021-12-31 01:05:58",110,24
388,ratione,"quos dolores et",771.41,5,742.26,160.22,8,87.97,"2021-09-29 14:56:55","2021-05-24 21:04:07",16,45
389,dolor,"nostrum exercitationem ullam",150.96,4,663.06,636.58,88,339.9,"2021-07-02 00:52:14","2021-11-13 20:20:23",49,10
390,repellat,"qui blanditiis praesentium",348.57,0,466.25,969.59,27,854.07,"2021-11-04 09:49:49","2021-11-13 15:55:39",27,42
391,est,"totam rem voluptatum",486.15,10,759.84,358.52,99,816.06,"2021-04-24 20:04:40","2021-05-11 08:54:52",159,11
392,iste,"quo porro quisquam",168.64,7,779.92,349.92,87,384.72,"2021-04-21 10:17:26","2022-03-03 11:41:43",59,18
393,accusantium,"illum qui dolorem",44.71,9,20.63,121.57,13,229.93,"2022-02-16 08:00:12","2021-03-20 23:43:13",4,39
394,ipsa,"cupiditate non provident",1.92,5,384.51,867.68,47,403.74,"2021-03-20 11:47:56","2021-07-25 05:15:46",161,41
395,nobis,"amet consectetur adipisci",349.29,2,977.32,811.01,52,965.52,"2022-01-12 07:25:02","2021-05-03 12:53:26",48,45
396,ducimus,"assumenda est omnis",224.35,9,145.15,677.08,25,474.23,"2022-01-05 15:41:08","2021-12-28 13:08:02",176,20
397,qui,"dolorem eum fugiat",391.74,5,485.99,414.53,92,160.14,"2022-02-13 13:42:17","2022-01-07 06:38:21",167,32
398,minima,"sunt explicabo aspernatur",997.79,3,251.71,502.7,31,897.45,"2021-10-16 21:24:06","2021-04-05 09:02:27",200,10
399,culpa,"iusto odio dignissimos",506.68,2,82.8,882.06,84,683.82,"2021-09-13 01:53:15","2022-02-23 06:15:41",172,9
400,modi,"placeat facere possimus",487.21,6,420.04,593.81,67,226.92,"2021-05-12 10:50:47","2021-09-29 21:31:16",50,47
401,iure,"alias consequatur aut",423.55,2,172.13,783.91,9,404.41,"2021-11-13 23:32:03","2021-08-11 02:38:13",4,19
402,eos,"dolores et quas",892.42,9,149.96,753.83,32,192.54,"2021-11-11 17:58:41","2021-05-30 06:30:15",185,7
403,maiores,"quidem rerum facilis",828.73,0,120.21,707.7,100,391.02,"2021-12-25 00:56:50","2021-07-30 09:33:38",9,35
404,ea,"voluptate velit esse",90.47,2,149.23,986.82,75,374.64,"2021-10-04 14:30:50","2021-03-12 10:18:49",131,22
405,voluptatibus,"exercitationem ullam corporis",965.16,2,490.54,929.37,4,51.44,"2021-10-03 03:44:11","2021-09-21 12:55:23",146,23
406,sit,"amet consectetur adipisci",85.83,6,305.94,681.05,4,230.53,"2021-06-15 19:03:31","2021-05-12 05:06:05",74,9
407,alias,"laudantium totam rem",667.99,9,293.4,882.71,29,930.84,"2022-03-06 12:44:04","2021-12-12 11:41:10",39,24
408,provident,"sit voluptatem accusantium",375.01,4,63.29,650.28,14,114.12,"2022-02-21 07:30:06","2022-02-28 05:35:51",3,45
409,est,"iusto odio dignissimos",648.63,2,978.48,13.39,6,789.67,"2021-12-18 02:37:30","2021-03-21 17:40:57",61,26
410,assumenda,"aperiam eaque ipsa",236.09,5,752.51,535.94,85,39.34,"2021-07-22 11:52:23","2021-12-07 09:37:46",32,27
411,est,"saepe eveniet ut",992.02,10,432.7,163.39,64,491.41,"2021-11-06 20:13:40","2021-11-19 12:59:11",46,16
412,et,"est omnis dolor",142.04,3,944.9,182.54,63,263.73,"2021-08-14 06:47:57","2021-09-01 05:21:32",115,8
413,laudantium,"molestiae et iusto",965.29,7,625.02,731.26,95,484.07,"2021-10-25 14:44:37","2021-08-04 14:34:42",101,23
