user_id,end_date,bid_id,item_id,item_name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date
10,"2021-11-04 06:33:41",20000433,624,necessitatibus,"placeat facere possimus",921.38,4,309.1,388.69,76,669.14,"2021-04-25 14:21:32"
184,"2021-10-02 22:10:47",20000434,744,ea,"similique sunt in",448.04,10,118.72,209.26,69,25.55,"2022-01-16 10:41:25"
140,"2021-11-13 20:20:23",20000435,389,dolor,"nostrum exercitationem ullam",150.96,4,663.06,636.58,88,339.9,"2021-07-02 00:52:14"
90,"2021-05-18 23:19:55",20000436,266,enim,"quas molestias excepturi",704.54,9,489.94,457.44,78,749.7,"2021-07-16 20:15:06"
54,"2021-12-04 04:02:34",20000437,150,repellendus,"ex ea commodi",855.32,1,892.22,384.15,26,347.07,"2021-08-28 20:03:28"
85,"2021-11-27 11:23:22",20000438,846,quibusdam,"ullam corporis nemo",37.5,2,51.79,883.02,66,19.67,"2021-05-27 23:46:40"
35,"2021-04-13 04:25:10",20000439,160,est,"asperiores repellat alias",64.74,8,886.62,363.55,99,837.33,"2021-04-22 11:27:15"
38,"2022-01-28 18:44:33",20000440,333,dolor,"voluptatibus maiores doloribus",382.2,6,705.29,908.38,16,307.94,"2021-07-31 02:46:10"
158,"2021-04-07 10:22:40",20000441,552,exercitationem,"nulla pariatur at",389.36,10,481.73,691.03,19,158.72,"2022-02-27 14:41:33"
22,"2022-02-19 19:22:09",20000442,731,in,"eligendi optio cumque",690.51,8,102.28,111.94,30,272.69,"2021-07-13 18:50:10"
170,"2021-05-09 03:36:35",20000443,287,deleniti,"eos qui ratione",473.73,2,95.78,658.94,24,155.15,"2021-09-22 09:29:41"
64,"2021-03-26 00:59:36",20000444,67,et,"reiciendis voluptatibus maiores",240.99,7,96,536.39,21,516.93,"2021-04-09 12:22:19"
149,"2021-04-25 20:41:15",20000445,159,dignissimos,"non numquam eius",621.12,0,232.76,101.45,6,624.94,"2021-06-01 01:14:10"
12,"2021-12-27 19:55:24",20000446,711,nostrum,"optio cumque nihil",123.11,3,238.78,32.76,66,927.21,"2021-05-27 13:37:13"
175,"2021-10-11 12:20:48",20000447,943,vel,"rerum hic tenetur",852.73,4,983.96,317.62,75,473.42,"2022-01-13 16:36:11"
37,"2021-09-21 11:46:44",20000448,300,fugit,"velit sed quia",384.55,9,114.85,471.33,75,7.08,"2021-05-18 17:55:13"
109,"2021-07-30 11:53:03",20000449,232,quaerat,"praesentium laudantium totam",82.22,9,935.2,236.15,12,460.36,"2021-11-11 01:48:36"
161,"2021-06-03 22:57:33",20000450,729,molestiae,"natus error similique",248.73,5,301.41,162.1,37,447.37,"2022-02-11 20:52:47"
43,"2021-05-16 18:34:56",20000451,752,sint,"quod maxime placeat",661.63,10,196.47,543.82,6,86.53,"2021-07-26 23:57:33"
11,"2021-11-11 19:08:00",20000452,255,fuga,"voluptatem ut enim",451.68,8,399,666.93,62,869.48,"2022-02-22 06:52:32"
186,"2021-03-25 12:58:57",20000453,921,quia,"id est laborum",362.03,1,206.06,13.42,12,23.51,"2021-11-26 02:41:34"
37,"2021-03-18 16:57:37",20000454,49,amet,"temporibus autem quibusdam",98.85,8,180.56,889.52,48,857.59,"2021-12-02 00:31:37"
38,"2021-03-30 11:36:12",20000455,228,nihil,"sunt explicabo aspernatur",951.2,3,865.45,795.15,96,444.01,"2022-02-02 21:23:30"
173,"2021-06-16 10:55:39",20000456,319,qui," consequatur aut",219.47,3,912.94,680.57,57,423.1,"2021-09-16 09:58:36"
9,"2021-06-04 10:06:39",20000457,712,accusantium,"consequatur quis autem",880.91,6,158.49,261.78,12,448.44,"2021-10-26 23:19:26"
41,"2021-10-14 07:55:29",20000458,304,consectetur,"et molestiae non",377.83,6,685.21,364.89,20,601.59,"2021-06-05 00:34:41"
190,"2021-09-07 07:30:49",20000459,516,blanditiis,"consequuntur magni dolores",807.02,4,620.9,744.86,22,47.82,"2021-10-04 05:39:57"
46,"2021-09-30 14:55:34",20000460,52,ut,"dolores et quas",43.15,2,497.85,547.88,73,919.92,"2021-05-23 09:34:02"
148,"2022-01-02 13:17:18",20000461,329,vel,"velit sed quia",979.1,10,504.06,604.69,96,822.74,"2021-10-28 04:33:59"
104,"2021-08-29 01:51:27",20000462,899,reprehenderit,"alias consequatur aut",450.01,1,262.34,79.33,24,440.4,"2021-04-26 02:38:14"
9,"2022-02-13 08:06:12",20000463,259,officia,"est qui minus",109.3,2,983.02,106.86,22,765.42,"2021-08-25 11:32:47"
77,"2021-09-08 06:08:42",20000464,449,aut,"quia dolor sit",793.97,4,219.76,119.48,59,350.79,"2021-03-19 21:29:32"
57,"2021-08-20 05:49:58",20000465,573,debitis,"adipisci velit sed",756.81,7,244.57,562.03,42,414.54,"2021-08-30 06:50:27"
19,"2022-02-10 11:24:54",20000466,457,quisquam,"reiciendis voluptatibus maiores",634.59,2,163.7,606.62,18,439.15,"2021-10-05 08:13:02"
77,"2021-10-09 03:14:47",20000467,978,aliquam,"quibusdam et aut",122.64,1,878.42,416.73,46,397.48,"2022-01-05 16:23:17"
116,"2022-03-03 08:26:08",20000468,588,in,"pariatur at vero",848.54,10,259.35,735.69,33,885.4,"2021-11-18 15:30:48"
13,"2021-05-16 00:21:53",20000469,116,possimus,"eum fugiat quo",430.21,2,121.48,607.75,89,422.9,"2021-06-17 15:49:02"
50,"2021-03-15 01:23:54",20000470,973,error,"id est laborum",200.56,3,803.56,493.21,20,913.57,"2021-03-10 09:23:27"
130,"2021-11-14 20:58:03",20000471,883,corrupti,"ab illo inventore",338.73,1,706.14,455.94,95,934.53,"2021-10-14 10:28:13"
97,"2021-03-14 02:30:38",20000472,547,architecto,"veniam quis nostrum",917.32,4,766.8,677.15,57,844.22,"2021-11-07 14:50:56"
176,"2021-11-09 11:10:17",20000473,745,quod,"laboriosam nisi ut",315.91,1,900.73,382.42,46,483.9,"2021-11-18 15:26:12"
124,"2021-06-22 13:44:24",20000474,999,est,"perferendis sit voluptatem",436.95,4,694.17,440.3,61,184.47,"2021-05-01 03:09:39"
152,"2021-06-01 20:55:52",20000475,475,nesciunt,"voluptates repudiandae sint",534.86,2,533.88,756.15,45,677.29,"2021-12-21 12:16:38"
59,"2021-04-12 01:33:42",20000476,422,veritatis,"qui blanditiis praesentium",29,2,513.8,116.8,64,733.79,"2021-07-31 18:07:55"
173,"2021-03-31 08:52:25",20000477,857,qui,"necessitatibus saepe eveniet",680.01,6,342.96,831.66,46,451.6,"2021-09-23 08:59:28"
83,"2021-05-05 13:46:47",20000478,237,fugiat,"ut aut reiciendis",752.98,7,547.34,885.55,81,813.38,"2021-11-28 03:55:46"
28,"2021-12-01 22:14:02",20000479,686,id,"sit suscipit laboriosam",779.95,4,100.96,199.76,23,669.47,"2021-06-30 22:14:51"
147,"2021-10-02 21:25:28",20000480,567,veritatis,"culpa qui officia",684.37,10,256.23,31.3,6,857.95,"2021-11-18 11:49:03"
41,"2021-07-01 11:16:42",20000481,381,sint,"quod maxime placeat",184.7,2,860.58,485.79,1,850.94,"2021-03-24 18:15:34"
137,"2022-03-02 22:47:42",20000482,15,dolorem,"ipsam voluptatem quia",695.99,1,975.56,355.75,57,944.96,"2021-10-18 03:37:33"
20,"2021-12-09 06:24:59",20000483,948,expedita,"sit suscipit laboriosam",964.73,4,564.59,863.27,45,966.42,"2021-09-15 18:26:05"
159,"2021-03-21 17:40:57",20000484,409,est,"iusto odio dignissimos",648.63,2,978.48,13.39,6,789.67,"2021-12-18 02:37:30"
176,"2022-03-03 08:26:08",20000485,588,in,"pariatur at vero",848.54,10,259.35,735.69,33,885.4,"2021-11-18 15:30:48"
178,"2022-01-10 02:21:44",20000486,127,adipisci,"odio dignissimos ducimus",337.84,10,724.16,408.93,85,108.27,"2022-01-20 13:24:45"
51,"2021-05-14 07:43:39",20000487,280,quia,"reiciendis voluptatibus maiores",182.81,6,458.63,586.29,4,67.52,"2021-04-09 06:34:37"
51,"2021-08-18 07:03:18",20000488,556,nam,"rerum hic tenetur",914.96,3,478.26,960.11,36,191.56,"2021-05-22 02:16:13"
197,"2021-04-14 21:45:17",20000489,660,accusamus,"architecto beatae vitae",940.85,6,899.93,454.56,5,628.68,"2022-01-06 18:03:51"
181,"2022-01-14 02:54:23",20000490,273,ducimus,"nihil molestiae et",0.09,10,446.57,98.89,48,629.99,"2021-07-01 03:01:09"
163,"2021-12-20 02:28:39",20000491,979,est,"possimus omnis voluptas",487.41,1,863.62,479.11,28,952.07,"2021-04-10 18:11:31"
176,"2021-05-03 22:57:56",20000492,4,voluptates,"molestias excepturi sint",397.64,10,437.13,16.75,95,447.67,"2021-06-14 07:57:49"
111,"2021-04-29 16:35:46",20000493,786,sapiente,"et quas molestias",682.63,0,606.72,376.6,26,441.83,"2021-03-23 05:07:30"
182,"2021-05-21 19:53:00",20000494,165,porro,"aspernatur aut odit",749.42,1,822.32,367.27,18,428.09,"2021-07-12 18:17:57"
192,"2022-01-28 06:42:17",20000495,358,earum,"facere possimus omnis",218.6,8,208.45,733.32,56,343.28,"2021-10-29 03:41:16"
56,"2021-04-01 18:06:18",20000496,6,voluptatem,"eum iure reprehenderit",98.89,2,540.36,636.19,31,176.09,"2021-05-09 09:36:50"
89,"2021-03-14 04:16:22",20000497,970,omnis,"sint occaecati cupiditate",70.2,1,485.23,233.87,40,737.21,"2022-01-28 10:21:42"
109,"2021-06-04 10:06:39",20000498,712,accusantium,"consequatur quis autem",880.91,6,158.49,261.78,12,448.44,"2021-10-26 23:19:26"
89,"2021-06-19 08:14:46",20000499,931,veritatis,"et quas molestias",789.78,4,145.92,245.75,1,359.92,"2021-10-17 10:01:22"
176,"2021-03-11 07:19:00",20000500,988,beatae,"amet consectetur adipisci",895.35,9,235.5,840,91,199.7,"2021-07-31 11:24:44"
138,"2022-02-09 21:06:29",20000501,326,exercitationem,"veniam quis nostrum",62.64,10,955.31,460.18,73,291.52,"2022-02-17 05:55:53"
111,"2021-09-08 02:04:11",20000502,937,ullam,"neque dolorem ipsum",29.9,2,324.11,243.39,52,235.72,"2021-04-02 00:22:54"
77,"2021-06-24 11:57:44",20000503,631,quisquam,"est et expedita",866.21,8,918.97,371.06,24,157.44,"2021-10-05 00:30:39"
22,"2021-11-06 01:11:00",20000504,927,modi,"optio cumque nihil",624.09,8,225.05,128.46,70,590.45,"2021-06-14 05:22:53"
178,"2021-12-06 20:50:32",20000505,157,et,"est et expedita",702.36,8,167.54,349.04,26,165.94,"2022-02-09 17:10:16"
33,"2021-11-18 17:57:29",20000506,827,ut,"voluptate velit esse",795.47,5,21.96,559.36,17,419.88,"2021-10-10 02:48:32"
95,"2021-09-14 08:11:52",20000507,890,voluptatum,"voluptas sit suscipit",58.8,6,887.14,460.44,71,612.74,"2021-09-16 10:37:19"
82,"2022-02-13 08:06:12",20000508,259,officia,"est qui minus",109.3,2,983.02,106.86,22,765.42,"2021-08-25 11:32:47"
116,"2021-08-21 09:54:59",20000509,822,quia,"labore et dolore",87.84,5,977.57,616.05,81,327.47,"2021-08-06 17:05:38"
142,"2021-11-12 16:12:18",20000510,592,laborum,"eos qui ratione",390.71,5,566.15,642.88,22,425.39,"2021-12-31 00:26:23"
120,"2021-03-23 13:02:37",20000511,601,placeat,"voluptates repudiandae sint",964.91,2,936.26,260.53,99,940.44,"2021-11-22 02:20:05"
148,"2021-10-17 10:39:33",20000512,815,maxime,"eveniet ut et",645.35,2,809.64,376.14,77,362.37,"2021-11-21 18:33:05"
23,"2021-07-19 23:02:42",20000513,728,adipisci,"ut aut reiciendis",485.06,7,374.67,942.39,69,18.34,"2021-10-28 20:55:54"
53,"2021-06-25 10:34:28",20000514,376,suscipit,"exercitationem ullam corporis",272.94,8,453.62,210.48,63,116.23,"2021-05-19 03:19:40"
12,"2021-12-27 22:49:56",20000515,460,expedita,"id quod maxime",588.65,3,576.61,139.37,93,913.2,"2021-12-07 17:10:34"
87,"2021-12-02 04:18:01",20000516,710,aut,"consequatur aut perferendis",34.35,5,603.29,458.72,88,378.56,"2021-06-19 21:05:37"
3,"2021-08-26 11:35:27",20000517,922,fugiat,"laborum et dolorum",133.56,4,571.13,203.76,91,183.27,"2021-08-03 02:52:59"
77,"2021-08-29 00:37:34",20000518,260,praesentium,"earum rerum hic",350.84,7,48.17,74.77,32,109.27,"2021-07-19 12:21:27"
144,"2021-09-23 00:04:41",20000519,73,sapiente,"qui ratione voluptatem",893.87,0,160.19,117.6,13,267.99,"2022-01-02 10:52:04"
164,"2021-05-11 03:20:36",20000520,230,dolor,"quae ab illo",441.18,2,924.92,504.91,38,885.43,"2021-10-28 08:21:01"
164,"2021-11-27 19:39:46",20000521,835,qui,"aut consequatur vel",295.95,9,521.33,92.82,5,303.2,"2022-01-22 14:49:41"
45,"2022-01-28 01:12:04",20000522,223,suscipit,"provident sed ut",715.66,9,102.53,42.49,12,510.44,"2021-08-24 00:32:54"
180,"2021-08-23 04:09:05",20000523,877,veniam,"non numquam eius",652.64,8,585.54,569.8,50,908.76,"2021-11-20 07:12:06"
96,"2022-02-06 19:37:02",20000524,817,deserunt,"quam nihil molestiae",460.07,2,118.08,875.66,44,32.01,"2021-09-24 06:51:12"
4,"2021-08-09 07:11:32",20000525,36,consequatur,"quibusdam et aut",970.59,5,868.79,793.13,12,203.6,"2021-07-29 11:26:44"
187,"2021-08-24 16:37:28",20000526,950,vel,"nam libero tempore",310.67,5,259.47,524.13,42,761.71,"2022-01-22 07:50:07"
140,"2022-01-13 22:14:06",20000527,306,odit,"recusandae itaque earum",267.66,5,256.07,865.98,17,823.15,"2021-10-20 23:36:54"
157,"2021-05-20 09:52:34",20000528,505,laboriosam,"ab illo inventore",740,6,487.55,587.26,28,391.27,"2021-12-19 16:05:35"
149,"2021-11-10 06:45:17",20000529,814,rerum,"veniam quis nostrum",572.49,1,201.39,39.52,74,457.84,"2021-12-27 06:23:36"
190,"2021-05-15 17:10:45",20000530,95,soluta,"et quasi architecto",649.22,3,559.07,647.67,69,164.32,"2021-10-17 22:55:10"
116,"2021-03-14 03:49:52",20000531,793,recusandae,"recusandae itaque earum",701.78,10,672.34,834.66,45,813.59,"2021-06-13 14:14:17"
65,"2021-11-02 20:14:52",20000532,993,nostrum,"quas molestias excepturi",57.5,9,415.67,404.91,35,552.94,"2021-11-20 03:24:54"
23,"2022-02-22 16:08:19",20000533,500,fugiat,"voluptatem accusantium doloremque",613.11,6,999.44,952.5,31,448.97,"2021-06-21 03:35:31"
22,"2021-11-11 19:08:00",20000534,255,fuga,"voluptatem ut enim",451.68,8,399,666.93,62,869.48,"2022-02-22 06:52:32"
183,"2021-06-26 15:06:45",20000535,962,aliquid,"odit aut fugit",807.21,4,97.32,833.59,53,271.59,"2021-03-30 14:03:23"
82,"2022-01-14 18:12:07",20000536,355,quo,"praesentium laudantium totam",450.18,3,77.19,47.29,95,678.97,"2022-02-19 17:42:12"
76,"2021-08-15 03:56:48",20000537,959,nam,"nihil molestiae et",517.07,8,470.41,287.94,60,653.72,"2021-10-29 01:33:32"
183,"2022-02-12 19:49:21",20000538,612,accusamus,"dolores et quas",485.58,7,435.65,266.52,66,109.68,"2021-04-09 08:44:05"
183,"2021-04-05 01:09:21",20000539,831,similique,"ea commodi consequatur",95.78,8,341.65,685.7,22,546.78,"2021-08-29 04:28:11"
93,"2021-08-14 15:47:04",20000540,879,tempore,"ea voluptate velit",854.71,1,477.27,584.22,35,978.27,"2021-12-23 10:38:15"
5,"2021-06-16 10:55:39",20000541,319,qui," consequatur aut",219.47,3,912.94,680.57,57,423.1,"2021-09-16 09:58:36"
189,"2021-08-26 05:40:52",20000542,264,accusamus,"dolorem eum fugiat",661.84,0,144.16,992.25,53,507.99,"2021-12-28 06:52:08"
176,"2021-12-02 10:48:39",20000543,191,mollitia,"ea commodi consequatur",618.73,10,741.1,772,77,99.08,"2021-07-10 18:51:18"
9,"2021-08-04 21:05:39",20000544,589,natus,"at vero eos",772.98,9,551.52,659,70,305.92,"2021-04-23 16:25:02"
61,"2022-03-07 02:16:34",20000545,455,aut,"voluptatem accusantium doloremque",263.04,3,677.59,989.45,15,84.29,"2021-04-17 07:09:42"
83,"2022-02-16 00:13:22",20000546,72,eos,"sit suscipit laboriosam",892.54,6,105.25,545.57,3,135.1,"2021-10-15 17:28:37"
69,"2021-06-20 00:19:33",20000547,572,nobis,"voluptatem ut enim",211.11,2,930.06,317.47,5,866.14,"2021-07-14 13:54:01"
111,"2021-09-01 02:54:19",20000548,955,sit,"vel eum iure",59.99,9,423.48,269.54,70,489.02,"2022-01-03 15:20:36"
83,"2021-10-23 01:44:49",20000549,533,exercitationem,"et expedita distinctio",955.64,9,353.13,629.61,6,870.42,"2021-07-03 02:09:44"
27,"2021-12-21 23:39:02",20000550,41,ex,"debitis aut rerum",604.73,3,67.41,9.49,13,80.38,"2021-03-31 09:20:47"
76,"2021-12-28 13:08:02",20000551,396,ducimus,"assumenda est omnis",224.35,9,145.15,677.08,25,474.23,"2022-01-05 15:41:08"
39,"2021-07-15 04:50:57",20000552,285,commodi,"corrupti quos dolores",338.69,3,912.84,889.33,18,302.31,"2021-11-12 07:47:19"
42,"2021-05-09 03:36:35",20000553,287,deleniti,"eos qui ratione",473.73,2,95.78,658.94,24,155.15,"2021-09-22 09:29:41"
183,"2021-11-06 02:19:54",20000554,210,quaerat,"saepe eveniet ut",693.29,0,392.39,532.55,3,315.98,"2021-07-22 00:36:16"
81,"2021-07-20 01:50:01",20000555,680,expedita,"quidem rerum facilis",766,5,809.51,479.48,41,951.35,"2021-07-15 12:41:49"
199,"2021-03-17 23:59:15",20000556,783,molestiae,"quae ab illo",607.83,6,338.11,942.9,23,571.65,"2021-10-21 08:18:32"
58,"2022-02-06 23:57:05",20000557,869,reprehenderit,"dignissimos ducimus qui",99.79,3,380.77,89.61,95,673.36,"2021-05-05 22:12:27"
75,"2022-01-28 01:12:04",20000558,223,suscipit,"provident sed ut",715.66,9,102.53,42.49,12,510.44,"2021-08-24 00:32:54"
131,"2021-09-03 03:21:37",20000559,189,a,"voluptatem ut enim",594.69,4,964.16,505.32,87,203.2,"2022-03-07 14:30:14"
151,"2021-08-18 07:03:18",20000560,556,nam,"rerum hic tenetur",914.96,3,478.26,960.11,36,191.56,"2021-05-22 02:16:13"
33,"2021-04-07 07:52:59",20000561,492,maiores,"nisi ut aliquid",252.16,6,840.22,800.8,20,251.93,"2022-01-14 05:30:03"
33,"2021-10-29 05:28:54",20000562,219,doloribus,"doloremque aperiam eaque",643.32,7,877.89,47.79,45,333.51,"2021-12-31 16:53:04"
81,"2021-06-11 14:06:47",20000563,322,porro,"iste natus error",111.21,2,965.06,696.23,5,1.18,"2021-11-05 01:38:17"
10,"2021-05-16 18:34:56",20000564,752,sint,"quod maxime placeat",661.63,10,196.47,543.82,6,86.53,"2021-07-26 23:57:33"
137,"2021-03-14 04:16:22",20000565,970,omnis,"sint occaecati cupiditate",70.2,1,485.23,233.87,40,737.21,"2022-01-28 10:21:42"
184,"2021-10-17 08:15:21",20000566,704,quis,"deserunt mollitia animi",257.13,7,743.97,602.57,99,246.4,"2021-03-17 13:22:52"
190,"2021-05-07 15:27:58",20000567,636,doloremque,"numquam eius modi",51.2,1,414.78,854.23,32,491.8,"2021-06-26 12:37:55"
179,"2021-07-03 00:14:48",20000568,297,et,"beatae vitae dicta",966.7,5,716.21,97.14,87,398.94,"2021-10-29 13:26:41"
76,"2021-12-10 10:02:31",20000569,317,consequatur,"at vero eos",810.31,8,611.3,409.8,24,88.33,"2021-10-12 18:52:03"
125,"2021-03-25 18:32:56",20000570,708,inventore,"ipsa quae ab",114.05,9,217.3,712.49,68,198.9,"2021-04-21 06:08:39"
162,"2022-03-08 03:10:05",20000571,299,facere,"rerum facilis est",309.42,10,586.35,15.31,79,595.1,"2021-12-20 19:15:11"
3,"2021-10-08 06:32:05",20000572,279,et,"aut reiciendis voluptatibus",715.38,6,330.58,809.32,91,268.81,"2022-01-07 05:29:56"
174,"2021-07-21 00:21:29",20000573,762,id,"officiis debitis aut",815.16,6,37.65,65.91,62,779.3,"2022-02-15 15:14:14"
182,"2021-04-17 21:42:33",20000574,380,officiis,"quas molestias excepturi",970.92,4,192.29,165.88,20,445.07,"2021-09-11 21:50:22"
99,"2021-05-10 10:44:18",20000575,569,vitae,"quidem rerum facilis",590.27,8,334.11,981.82,7,553.35,"2021-07-21 19:02:26"
108,"2021-05-15 19:22:32",20000576,90,distinctio,"est et expedita",241.08,3,181.65,909.4,62,816.44,"2021-11-25 14:55:05"
82,"2021-09-09 04:23:22",20000577,480,commodi,"atque corrupti quos",88.32,9,322.02,323.82,14,832.14,"2021-06-15 16:21:39"
167,"2022-01-02 19:50:24",20000578,850,ad,"aliquam quaerat voluptatem",720.32,5,226.04,498.54,3,435.92,"2021-07-16 14:05:33"
138,"2021-06-15 03:14:10",20000579,378,dolores,"et expedita distinctio",287.22,1,61.45,163.62,93,102.58,"2021-12-06 02:56:12"
106,"2022-03-07 06:40:24",20000580,301,quisquam,"at vero eos",34.99,4,614.17,795.05,100,27.63,"2021-07-24 12:29:29"
73,"2021-03-13 19:45:13",20000581,335,eos,"enim ad minima",171.22,10,206.6,859.63,6,904.03,"2021-12-23 18:59:18"
27,"2022-03-03 04:19:51",20000582,37,beatae,"voluptate velit esse",65.15,6,105.27,629.35,56,522.73,"2021-03-13 18:05:35"
121,"2021-11-04 07:41:24",20000583,557,dolor,"aut odit aut",227.39,4,414.2,797.95,22,469.47,"2021-10-14 08:22:01"
14,"2021-03-15 20:57:58",20000584,311,dolorum,"impedit quo porro",827.18,7,614.03,666.25,52,886.3,"2021-07-18 20:08:53"
189,"2021-10-02 22:10:47",20000585,744,ea,"similique sunt in",448.04,10,118.72,209.26,69,25.55,"2022-01-16 10:41:25"
19,"2021-12-29 03:35:30",20000586,201,ea,"voluptatem ut enim",6.08,3,977.39,967.17,32,100.91,"2021-05-21 16:27:10"
5,"2021-09-22 19:45:28",20000587,803,temporibus,"qui in ea",544.82,6,447.59,558.3,84,666.05,"2022-02-15 21:23:02"
32,"2021-05-13 08:37:12",20000588,532,qui,"impedit quo porro",944.69,8,61.52,724.27,69,394.25,"2022-03-09 12:56:17"
75,"2021-11-13 20:20:23",20000589,389,dolor,"nostrum exercitationem ullam",150.96,4,663.06,636.58,88,339.9,"2021-07-02 00:52:14"
199,"2021-12-28 21:36:01",20000590,252,voluptates,"fugit sed quia",62.85,3,318.88,876.52,28,36.96,"2022-01-09 08:44:11"
34,"2021-07-24 03:47:52",20000591,575,perspiciatis,"error similique sunt",772.63,7,4.7,371.23,94,393.88,"2021-07-23 05:52:15"
172,"2021-12-11 19:46:37",20000592,432,quisquam,"harum quidem rerum",190.28,8,885.59,796.5,73,93.53,"2021-07-16 05:31:39"
71,"2021-03-14 02:30:38",20000593,547,architecto,"veniam quis nostrum",917.32,4,766.8,677.15,57,844.22,"2021-11-07 14:50:56"
108,"2021-10-17 08:15:21",20000594,704,quis,"deserunt mollitia animi",257.13,7,743.97,602.57,99,246.4,"2021-03-17 13:22:52"
78,"2021-07-07 16:42:06",20000595,895,quo,"eum fugiat quo",715.28,5,136.2,698.59,47,296.2,"2022-01-10 20:07:07"
173,"2021-08-23 04:09:05",20000596,877,veniam,"non numquam eius",652.64,8,585.54,569.8,50,908.76,"2021-11-20 07:12:06"
22,"2021-07-04 18:45:40",20000597,58,debitis,"quibusdam et aut",841.45,7,590.35,816.48,58,583.17,"2021-07-27 04:49:44"
35,"2022-01-05 21:45:47",20000598,40,commodi,"eveniet ut et",914.58,10,744.49,506.25,11,768.08,"2021-11-09 15:55:13"
109,"2021-12-29 06:43:51",20000599,420,consequatur,"blanditiis praesentium laudantium",732.86,4,260.67,555.31,34,712.09,"2021-09-22 11:21:04"
120,"2021-06-08 12:05:01",20000600,913,quasi,"quis nostrum exercitationem",10.8,2,176.17,543.62,27,661.96,"2021-10-31 11:06:21"
15,"2021-12-04 10:52:54",20000601,801,ut,"corrupti quos dolores",286.41,10,401.85,206.56,74,707.77,"2021-11-25 23:50:09"
5,"2021-05-16 03:11:33",20000602,683,quas,"et dolorum fuga",853.35,7,95.49,798.26,24,15.13,"2021-07-11 15:21:19"
153,"2022-02-22 18:27:34",20000603,430,et,"optio cumque nihil",261.82,10,915.45,403.12,89,582.79,"2021-06-20 19:22:42"
106,"2021-12-14 17:48:09",20000604,487,veniam,"ipsum quia dolor",366.97,9,372.07,773.49,90,313.33,"2021-04-03 18:31:33"
94,"2022-02-26 05:03:10",20000605,649,minima,"natus error similique",95.92,4,438.96,199.69,78,517.89,"2021-06-14 04:33:02"
61,"2021-09-29 09:32:56",20000606,434,aut,"sunt in culpa",627.87,7,772.02,180.29,82,944.78,"2021-12-29 00:15:59"
54,"2021-08-29 01:51:27",20000607,899,reprehenderit,"alias consequatur aut",450.01,1,262.34,79.33,24,440.4,"2021-04-26 02:38:14"
87,"2021-09-29 01:32:56",20000608,627,aut,"cupiditate non provident",898.21,6,336.05,387.49,97,375.33,"2021-04-09 18:04:44"
24,"2021-04-08 12:32:10",20000609,248,voluptatem,"nisi ut aliquid",431.38,9,800.4,242.81,55,809.43,"2021-06-06 23:21:26"
125,"2022-01-04 22:56:56",20000610,974,aut,"fuga et harum",573.94,7,656.23,955.4,94,857.69,"2022-03-07 07:10:14"
62,"2021-07-03 00:14:48",20000611,297,et,"beatae vitae dicta",966.7,5,716.21,97.14,87,398.94,"2021-10-29 13:26:41"
90,"2021-08-16 08:04:21",20000612,578,labore,"officia deserunt mollitia",563.05,6,890.56,197.58,25,792.1,"2021-03-18 09:55:37"
173,"2021-05-23 17:46:47",20000613,481,assumenda,"modi tempora incidunt",490.08,1,538.88,307.13,15,404.41,"2021-08-21 14:44:19"
5,"2021-06-21 05:43:40",20000614,851,mollitia,"mollitia animi id",419.27,9,459.77,213.45,100,655.1,"2022-01-17 12:39:36"
36,"2021-03-11 15:27:56",20000615,439,quisquam,"autem quibusdam et",109.94,5,620.14,594.31,40,393.58,"2021-09-05 08:23:03"
28,"2021-05-06 06:12:20",20000616,954,cumque,"dolores et quas",953.94,7,703.29,405.15,74,560.73,"2021-06-23 12:26:52"
19,"2021-06-08 12:05:01",20000617,913,quasi,"quis nostrum exercitationem",10.8,2,176.17,543.62,27,661.96,"2021-10-31 11:06:21"
129,"2021-03-17 23:59:15",20000618,783,molestiae,"quae ab illo",607.83,6,338.11,942.9,23,571.65,"2021-10-21 08:18:32"
55,"2021-03-20 04:13:23",20000619,778,ea,"debitis aut rerum",441,6,522.84,583.91,0,938.58,"2021-09-09 15:21:46"
71,"2021-08-31 03:54:53",20000620,13,iste,"fuga et harum",12.74,10,63.67,971,53,506.85,"2021-12-20 19:28:12"
172,"2021-11-06 02:19:54",20000621,210,quaerat,"saepe eveniet ut",693.29,0,392.39,532.55,3,315.98,"2021-07-22 00:36:16"
102,"2021-06-22 13:44:24",20000622,999,est,"perferendis sit voluptatem",436.95,4,694.17,440.3,61,184.47,"2021-05-01 03:09:39"
87,"2021-09-13 17:24:37",20000623,354,molestiae,"tempora incidunt ut",954.18,0,873.61,84.42,71,537.92,"2021-03-19 14:31:19"
66,"2021-06-29 01:32:57",20000624,104,in,"quasi architecto beatae",669.15,5,405.8,30.04,75,186.63,"2022-01-17 01:17:30"
182,"2022-01-24 01:06:18",20000625,697,non,"est qui minus",203.98,4,444.37,778.72,93,814.79,"2021-03-16 04:50:27"
12,"2021-09-21 11:46:44",20000626,300,fugit,"velit sed quia",384.55,9,114.85,471.33,75,7.08,"2021-05-18 17:55:13"
5,"2022-03-06 13:42:16",20000627,860,labore,"eaque ipsa quae",567.61,7,537.74,766.84,77,523.59,"2021-10-26 03:27:56"
