buyer_id,date,buynow_id,buynow_qty,item_id,item_name,description,initial_price,item_quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date,end_date
37,"2021-10-18 09:52:59",165,1,180,quia,"illo inventore veritatis",913.03,3,956.55,331.75,84,757.62,"2021-04-27 11:28:55","2021-04-20 04:37:03"
168,"2021-06-24 09:04:46",166,1,7,consequuntur,"sapiente delectus ut",184.3,0,10.11,256.79,7,740.82,"2021-08-19 00:01:09","2021-07-29 04:38:52"
98,"2022-01-10 00:34:45",167,3,79,temporibus,"perspiciatis unde omnis",638.19,1,383.24,601.46,14,674.94,"2021-07-21 15:24:17","2021-09-14 18:42:01"
5,"2021-10-19 17:40:20",168,1,169,doloremque,"corrupti quos dolores",666.95,2,788.85,632.92,65,960.31,"2022-02-28 03:26:18","2022-02-11 19:07:20"
20,"2021-10-12 13:05:36",169,1,184,rem,"illum qui dolorem",335.16,2,94.31,282.56,48,137.29,"2021-11-01 05:34:50","2021-12-14 04:22:21"
63,"2022-03-01 23:48:40",170,3,172,magni,"harum quidem rerum",931.82,0,681.34,34.98,37,85.82,"2021-09-29 00:51:16","2021-05-03 08:46:25"
133,"2021-03-24 12:21:11",171,3,20,sed,"impedit quo porro",206.17,7,25.8,73.86,33,739.57,"2021-10-20 07:39:09","2021-10-13 06:00:53"
86,"2021-11-20 01:25:36",172,3,124,quibusdam,"et expedita distinctio",212.31,10,173.13,961.74,82,668.4,"2021-09-01 02:41:15","2021-03-14 05:29:37"
151,"2021-07-07 05:42:00",173,1,48,molestiae,"dolorem eum fugiat",917.88,9,162.34,102.15,59,592.45,"2021-09-04 16:27:55","2021-11-27 06:04:47"
117,"2021-10-12 04:54:01",174,1,24,ipsam,"voluptatem sequi nesciunt",153.07,3,868.85,125.62,65,99.64,"2021-03-13 19:24:19","2021-09-03 04:14:28"
168,"2021-08-21 02:30:52",175,1,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
167,"2021-09-17 13:32:20",176,1,30,harum,"ut et voluptates",788.53,4,896.86,404.2,17,170.01,"2021-11-10 22:31:28","2021-10-26 21:23:01"
4,"2021-09-26 08:26:19",177,1,127,adipisci,"odio dignissimos ducimus",337.84,10,724.16,408.93,85,108.27,"2022-01-20 13:24:45","2022-01-10 02:21:44"
22,"2021-04-10 03:39:46",178,2,36,consequatur,"quibusdam et aut",970.59,5,868.79,793.13,12,203.6,"2021-07-29 11:26:44","2021-08-09 07:11:32"
10,"2022-01-26 08:35:06",179,2,197,nostrum,"odio dignissimos ducimus",389.19,3,77.2,190.94,3,132.09,"2021-08-10 16:57:00","2021-03-23 19:47:27"
17,"2021-10-07 01:22:40",180,2,127,adipisci,"odio dignissimos ducimus",337.84,10,724.16,408.93,85,108.27,"2022-01-20 13:24:45","2022-01-10 02:21:44"
94,"2021-04-26 09:41:28",181,2,142,quidem,"voluptate velit esse",730.54,4,897.14,324.55,37,944.47,"2021-11-01 18:36:21","2021-03-22 08:12:03"
198,"2021-04-22 08:23:25",182,2,11,itaque,"est omnis dolor",817.18,6,215.66,999.16,68,297.26,"2021-07-29 22:36:33","2022-02-06 17:23:12"
190,"2021-03-15 02:53:27",183,1,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
55,"2021-08-17 11:25:14",184,3,45,libero,"sed quia consequuntur",769.81,5,219.32,648.56,86,821.34,"2021-08-25 06:12:06","2021-11-17 05:09:50"
99,"2021-04-25 11:12:37",185,3,107,et,"rem voluptatum deleniti",509.33,6,419.61,766.32,30,536.54,"2021-06-22 13:03:59","2021-08-03 05:29:37"
180,"2021-12-11 09:18:31",186,3,172,magni,"harum quidem rerum",931.82,0,681.34,34.98,37,85.82,"2021-09-29 00:51:16","2021-05-03 08:46:25"
68,"2022-03-04 06:03:04",187,2,108,et,"modi tempora incidunt",405.08,2,945.05,656.95,77,509.78,"2022-03-06 10:56:16","2021-06-17 01:32:51"
23,"2021-12-15 01:45:21",188,1,74,quae,"rerum facilis est",374.4,9,108.55,535.54,56,981.72,"2021-12-28 21:41:19","2021-10-21 03:43:28"
167,"2021-10-11 04:38:37",189,2,149,inventore,"quia voluptas sit",876.64,7,21.5,118.9,65,960.68,"2021-08-06 22:33:23","2021-12-18 21:03:23"
180,"2021-12-22 15:59:00",190,1,155,et,"consequatur aut perferendis",737.35,6,834.88,835.59,66,933.74,"2021-04-13 01:15:12","2021-07-03 21:28:49"
169,"2021-11-10 14:42:40",191,2,59,molestiae,"ab illo inventore",99.16,2,997.36,27.23,96,674.24,"2021-04-05 14:18:00","2021-10-07 09:14:39"
105,"2021-06-29 11:19:28",192,1,196,distinctio,"occaecati cupiditate non",651.39,8,217,744.56,89,857.56,"2021-12-14 09:38:36","2021-06-25 22:54:30"
125,"2021-11-08 23:12:49",193,3,36,consequatur,"quibusdam et aut",970.59,5,868.79,793.13,12,203.6,"2021-07-29 11:26:44","2021-08-09 07:11:32"
45,"2021-11-03 04:22:56",194,2,38,a,"nobis est eligendi",406.12,10,149.87,390.08,1,438.33,"2021-12-29 15:56:35","2021-08-25 03:29:21"
159,"2021-12-06 03:44:08",195,2,114,ut,"quam nihil molestiae",55.92,5,750.96,962.69,70,254.64,"2021-08-19 02:27:12","2021-12-18 09:49:18"
92,"2022-01-06 02:20:12",196,1,192,quis,"ipsum quia dolor",624.46,5,336.31,402.23,39,662.22,"2022-01-29 22:27:03","2021-07-29 03:56:56"
159,"2021-12-07 17:58:02",197,2,125,quis,"quod maxime placeat",81.07,2,916.87,838.54,49,129.17,"2021-05-23 20:15:19","2021-10-15 02:10:41"
74,"2021-09-18 01:15:00",198,2,80,sunt,"eaque ipsa quae",283.99,8,597.51,767.12,74,77.97,"2021-03-29 09:21:38","2022-02-17 14:57:36"
181,"2021-03-10 05:20:19",199,1,95,soluta,"et quasi architecto",649.22,3,559.07,647.67,69,164.32,"2021-10-17 22:55:10","2021-05-15 17:10:45"
45,"2021-05-09 09:31:12",200,1,60,ipsa,"porro quisquam est",472.65,6,635.56,512.97,15,146.84,"2021-09-21 16:11:32","2021-03-11 07:28:58"
25,"2021-06-16 06:47:04",201,1,154,libero,"enim ad minima",475.92,1,513.24,780.7,71,206.61,"2021-03-22 16:51:40","2021-07-18 01:02:35"
91,"2021-12-31 07:10:33",202,1,191,mollitia,"ea commodi consequatur",618.73,10,741.1,772,77,99.08,"2021-07-10 18:51:18","2021-12-02 10:48:39"
52,"2021-06-25 02:19:21",203,3,185,tenetur,"id quod maxime",793.25,4,923.7,504.41,43,963.64,"2021-08-01 00:34:44","2022-03-03 07:08:24"
110,"2022-02-14 09:21:09",204,3,108,et,"modi tempora incidunt",405.08,2,945.05,656.95,77,509.78,"2022-03-06 10:56:16","2021-06-17 01:32:51"
126,"2021-09-30 04:01:34",205,2,106,excepturi,"modi tempora incidunt",593.82,1,535.92,160.91,39,789.95,"2021-07-20 05:12:03","2021-03-25 04:40:35"
177,"2021-04-13 13:13:19",206,3,143,aspernatur,"dolor sit amet",371.13,10,466.82,371.1,60,332.16,"2021-09-25 12:03:09","2021-07-12 12:02:12"
63,"2021-06-26 13:22:47",207,1,138,nemo,"quos dolores et",650.37,4,589.83,635.19,15,851.33,"2021-05-08 23:36:51","2022-02-23 22:21:51"
105,"2021-09-25 00:19:30",208,2,30,harum,"ut et voluptates",788.53,4,896.86,404.2,17,170.01,"2021-11-10 22:31:28","2021-10-26 21:23:01"
107,"2021-08-10 07:22:20",209,3,92,quasi,"quo voluptas nulla",407.76,4,279.87,420.82,87,934.32,"2022-01-19 04:32:06","2021-07-07 11:52:35"
24,"2021-03-26 15:42:32",210,1,10,laboriosam,"possimus omnis voluptas",602.71,7,687.74,982.43,19,168.59,"2021-11-20 07:48:41","2021-12-17 06:24:23"
1,"2021-09-19 16:23:02",211,2,4,voluptates,"molestias excepturi sint",397.64,10,437.13,16.75,95,447.67,"2021-06-14 07:57:49","2021-05-03 22:57:56"
66,"2021-06-26 23:29:08",212,2,65,corrupti,"accusantium doloremque aperiam",704.59,3,147.91,1.31,93,632.49,"2021-08-19 14:42:07","2021-04-26 03:24:22"
67,"2021-05-30 01:47:18",213,2,43,est,"et quasi architecto",503.84,1,452.22,378.16,34,297.43,"2021-11-15 04:32:41","2021-12-01 02:29:16"
136,"2021-12-24 09:20:51",214,2,180,quia,"illo inventore veritatis",913.03,3,956.55,331.75,84,757.62,"2021-04-27 11:28:55","2021-04-20 04:37:03"
157,"2021-09-14 17:45:43",215,3,37,beatae,"voluptate velit esse",65.15,6,105.27,629.35,56,522.73,"2021-03-13 18:05:35","2022-03-03 04:19:51"
97,"2021-09-27 20:50:49",216,3,200,tempora,"non recusandae itaque",823.55,8,628.81,521.95,9,698.05,"2021-04-07 00:15:31","2021-10-18 20:37:48"
80,"2021-05-12 13:30:43",217,2,189,a,"voluptatem ut enim",594.69,4,964.16,505.32,87,203.2,"2022-03-07 14:30:14","2021-09-03 03:21:37"
146,"2021-03-13 01:12:27",218,1,107,et,"rem voluptatum deleniti",509.33,6,419.61,766.32,30,536.54,"2021-06-22 13:03:59","2021-08-03 05:29:37"
143,"2021-07-04 23:24:20",219,3,21,eligendi,"ratione voluptatem sequi",957.25,2,722.12,163.42,50,261.61,"2021-05-20 16:58:58","2021-10-31 03:45:42"
147,"2021-06-30 16:13:59",220,3,85,quaerat,"non numquam eius",338.71,7,595.2,346.71,56,989.73,"2021-06-29 19:20:11","2021-10-09 06:15:16"
145,"2021-09-19 13:56:40",221,3,141,quibusdam,"et expedita distinctio",299.79,6,142.08,284.89,25,519.94,"2021-12-08 16:54:52","2021-07-02 00:43:32"
77,"2021-12-31 09:18:15",222,1,191,mollitia,"ea commodi consequatur",618.73,10,741.1,772,77,99.08,"2021-07-10 18:51:18","2021-12-02 10:48:39"
122,"2021-07-25 21:48:13",223,1,29,cum,"consequatur aut perferendis",257.94,8,677.27,52.68,10,91.16,"2021-06-20 21:37:24","2021-08-25 10:40:24"
195,"2021-11-11 06:48:35",224,2,186,,"voluptatem sequi nesciunt",126.57,1,561.05,781.27,12,499.43,"2021-11-14 11:19:45","2021-08-30 00:25:39"
77,"2021-04-11 06:53:24",225,3,136,sit,"eos et accusamus",471.12,8,602.64,846.69,83,376.02,"2022-03-08 07:30:06","2021-08-08 14:10:48"
84,"2022-01-23 16:25:52",226,3,182,voluptatem,"mollitia animi id",230.05,3,684.56,397.77,96,525.23,"2021-05-28 17:24:29","2022-02-24 17:45:22"
152,"2021-05-16 05:26:26",227,3,20,sed,"impedit quo porro",206.17,7,25.8,73.86,33,739.57,"2021-10-20 07:39:09","2021-10-13 06:00:53"
74,"2022-03-05 17:50:02",228,3,68,nihil,"omnis dolor repellendus",680.61,2,612.26,232.26,85,102.18,"2021-08-25 13:47:52","2021-04-28 22:48:41"
153,"2022-02-22 02:53:52",229,3,3,vel,"voluptatem sequi nesciunt",284.95,2,396.54,136.34,59,655.01,"2021-09-15 04:36:52","2021-07-26 11:56:39"
73,"2021-08-29 19:23:47",230,1,133,soluta,"eum fugiat quo",523.48,7,662.62,815.95,50,199.57,"2021-04-18 04:38:40","2021-09-14 15:54:01"
9,"2021-12-15 17:19:40",231,2,90,distinctio,"est et expedita",241.08,3,181.65,909.4,62,816.44,"2021-11-25 14:55:05","2021-05-15 19:22:32"
47,"2021-12-04 13:44:47",232,3,51,quod,"ullam corporis nemo",694.37,10,392.68,597.59,4,527.95,"2021-06-05 18:44:16","2021-07-03 19:56:32"
108,"2021-04-25 22:20:53",233,3,22,velit,"consequatur vel illum",671.25,0,326.74,784.77,25,107.68,"2021-12-08 00:56:18","2021-12-14 19:22:51"
151,"2021-04-12 18:07:46",234,2,87,hic,"et aut consequatur",311.62,2,102.94,278.02,33,462.07,"2022-02-21 23:48:57","2022-01-02 20:38:22"
126,"2022-01-18 05:05:57",235,1,81,sed,"dignissimos ducimus qui",111.43,3,464.33,337.91,69,751.92,"2021-08-31 03:44:52","2021-11-15 20:01:45"
120,"2021-07-20 22:11:16",236,3,44,ad,"sunt explicabo aspernatur",811.99,1,191.55,178.43,81,736.42,"2021-09-14 09:54:07","2022-02-08 11:12:08"
148,"2021-10-05 21:43:32",237,2,77,earum,"repudiandae sint et",835.3,1,2.56,305.31,77,171.52,"2021-08-25 12:17:59","2021-12-25 21:21:55"
12,"2022-02-12 17:28:12",238,3,155,et,"consequatur aut perferendis",737.35,6,834.88,835.59,66,933.74,"2021-04-13 01:15:12","2021-07-03 21:28:49"
1,"2021-12-12 04:06:44",239,2,22,velit,"consequatur vel illum",671.25,0,326.74,784.77,25,107.68,"2021-12-08 00:56:18","2021-12-14 19:22:51"
48,"2021-10-24 08:41:52",240,2,70,,"itaque earum rerum",169.4,7,258.59,734.27,21,690.07,"2022-02-07 00:48:50","2021-10-07 03:13:04"
193,"2021-06-05 20:16:05",241,3,121,omnis,"qui in ea",893.73,7,977.43,195.5,6,307.82,"2021-09-24 10:14:17","2021-05-19 20:23:39"
73,"2021-06-09 01:33:41",242,2,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
100,"2022-02-26 17:54:54",243,3,142,quidem,"voluptate velit esse",730.54,4,897.14,324.55,37,944.47,"2021-11-01 18:36:21","2021-03-22 08:12:03"
39,"2022-01-09 11:09:16",244,2,63,quasi,"corrupti quos dolores",766.01,2,821.29,917.76,45,314.11,"2021-12-30 15:18:28","2021-09-17 06:40:25"
5,"2021-04-24 23:28:19",245,2,197,nostrum,"odio dignissimos ducimus",389.19,3,77.2,190.94,3,132.09,"2021-08-10 16:57:00","2021-03-23 19:47:27"
198,"2021-08-28 20:20:39",246,2,115,occaecati,"cumque nihil impedit",239.64,0,829.86,379.42,21,761.62,"2021-07-01 20:43:59","2021-10-14 03:46:40"
124,"2021-12-18 15:18:34",247,3,121,omnis,"qui in ea",893.73,7,977.43,195.5,6,307.82,"2021-09-24 10:14:17","2021-05-19 20:23:39"
139,"2021-06-23 21:53:59",248,2,13,iste,"fuga et harum",12.74,10,63.67,971,53,506.85,"2021-12-20 19:28:12","2021-08-31 03:54:53"
75,"2021-10-31 09:30:17",249,2,30,harum,"ut et voluptates",788.53,4,896.86,404.2,17,170.01,"2021-11-10 22:31:28","2021-10-26 21:23:01"
19,"2021-08-16 12:03:42",250,1,90,distinctio,"est et expedita",241.08,3,181.65,909.4,62,816.44,"2021-11-25 14:55:05","2021-05-15 19:22:32"
76,"2021-12-05 00:14:32",251,1,192,quis,"ipsum quia dolor",624.46,5,336.31,402.23,39,662.22,"2022-01-29 22:27:03","2021-07-29 03:56:56"
70,"2021-05-16 07:35:33",252,2,191,mollitia,"ea commodi consequatur",618.73,10,741.1,772,77,99.08,"2021-07-10 18:51:18","2021-12-02 10:48:39"
11,"2021-10-31 14:28:35",253,2,40,commodi,"eveniet ut et",914.58,10,744.49,506.25,11,768.08,"2021-11-09 15:55:13","2022-01-05 21:45:47"
7,"2021-07-09 20:03:38",254,1,122,aspernatur," consequatur aut",54.02,2,164.84,496.26,18,948.67,"2021-09-28 06:18:07","2022-01-03 06:12:16"
112,"2021-06-01 07:25:03",255,2,71,sed,"vero eos et",497.1,8,350.37,774.31,59,575.15,"2022-03-09 07:00:13","2021-07-14 09:32:20"
144,"2022-02-20 09:00:13",256,1,12,earum,"praesentium laudantium totam",240.22,6,736.51,378.11,30,628.23,"2021-10-27 21:02:38","2021-06-10 06:36:13"
102,"2021-05-08 15:20:16",257,1,27,non,"odio dignissimos ducimus",135.02,9,733.96,606.71,54,710.07,"2021-05-25 16:17:09","2021-05-13 11:29:01"
61,"2021-05-26 02:10:10",258,2,82,quisquam,"minus id quod",115.31,7,252.99,777.12,79,258.68,"2021-09-30 01:36:59","2022-02-11 23:32:43"
118,"2022-01-26 17:03:44",259,3,58,debitis,"quibusdam et aut",841.45,7,590.35,816.48,58,583.17,"2021-07-27 04:49:44","2021-07-04 18:45:40"
109,"2021-12-31 04:54:49",260,1,125,quis,"quod maxime placeat",81.07,2,916.87,838.54,49,129.17,"2021-05-23 20:15:19","2021-10-15 02:10:41"
146,"2022-01-04 16:33:36",261,3,198,recusandae,"nobis est eligendi",716.09,6,35.2,402.06,90,561.16,"2021-04-09 07:05:00","2022-02-04 21:09:43"
175,"2021-08-02 14:13:45",262,2,155,et,"consequatur aut perferendis",737.35,6,834.88,835.59,66,933.74,"2021-04-13 01:15:12","2021-07-03 21:28:49"
102,"2021-06-19 07:37:38",263,1,20,sed,"impedit quo porro",206.17,7,25.8,73.86,33,739.57,"2021-10-20 07:39:09","2021-10-13 06:00:53"
45,"2021-08-04 04:43:12",264,2,171,nostrum,"nisi ut aliquid",752.06,4,300.74,987.11,84,931.26,"2021-11-01 07:34:17","2021-09-02 20:52:24"
37,"2021-05-31 04:36:50",265,3,87,hic,"et aut consequatur",311.62,2,102.94,278.02,33,462.07,"2022-02-21 23:48:57","2022-01-02 20:38:22"
173,"2021-06-19 03:01:44",266,2,126,ullam,"nam libero tempore",848.3,9,373.25,901.12,97,614.74,"2022-01-16 14:13:03","2021-06-21 06:36:45"
157,"2021-10-16 00:47:47",267,2,140,qui,"dolor repellendus temporibus",237.94,9,746.54,792.63,78,161.33,"2022-01-11 03:26:30","2021-11-06 14:04:27"
168,"2021-05-20 18:46:25",268,2,10,laboriosam,"possimus omnis voluptas",602.71,7,687.74,982.43,19,168.59,"2021-11-20 07:48:41","2021-12-17 06:24:23"
109,"2021-06-29 19:11:49",269,3,57,sed,"voluptatum deleniti atque",953.26,3,408.17,252.53,38,645.36,"2021-09-11 10:28:41","2021-12-29 03:31:17"
159,"2022-03-08 20:40:22",270,3,110,quae,"cumque nihil impedit",1.53,7,85.71,622.67,78,258.49,"2021-12-10 06:46:44","2021-12-28 07:16:49"
26,"2021-10-25 19:02:36",271,1,96,autem,"ipsam voluptatem quia",437.02,1,768.4,45.1,10,390.51,"2022-03-06 06:48:22","2021-11-24 07:05:14"
88,"2021-12-14 00:29:39",272,3,39,autem,"itaque earum rerum",488.96,0,364.71,767.04,41,264.08,"2021-09-10 09:59:35","2022-02-05 14:14:35"
131,"2021-03-19 06:20:53",273,2,68,nihil,"omnis dolor repellendus",680.61,2,612.26,232.26,85,102.18,"2021-08-25 13:47:52","2021-04-28 22:48:41"
70,"2022-02-28 19:18:24",274,2,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
84,"2021-10-22 02:58:58",275,2,8,nisi,"quasi architecto beatae",355.89,6,543.4,380.88,57,297.28,"2022-01-15 12:32:09","2021-12-06 20:51:29"
58,"2022-01-26 23:34:37",276,1,64,minima,"rerum facilis est",387.82,5,514.59,788.08,54,930.04,"2021-04-08 12:49:03","2021-04-08 03:21:21"
124,"2021-08-04 02:39:56",277,2,87,hic,"et aut consequatur",311.62,2,102.94,278.02,33,462.07,"2022-02-21 23:48:57","2022-01-02 20:38:22"
24,"2021-11-20 02:55:58",278,2,179,eaque,"esse quam nihil",267.81,7,449.13,868.65,88,795.3,"2022-01-31 00:36:49","2022-02-04 06:05:57"
107,"2021-11-27 12:34:52",279,1,142,quidem,"voluptate velit esse",730.54,4,897.14,324.55,37,944.47,"2021-11-01 18:36:21","2021-03-22 08:12:03"
116,"2021-10-04 10:04:57",280,1,32,eum,"autem quibusdam et",505.08,5,387.75,127.7,92,14.39,"2021-03-20 08:59:34","2021-11-24 15:47:46"
119,"2021-09-30 22:22:33",281,2,184,rem,"illum qui dolorem",335.16,2,94.31,282.56,48,137.29,"2021-11-01 05:34:50","2021-12-14 04:22:21"
80,"2021-04-25 12:10:40",282,1,41,ex,"debitis aut rerum",604.73,3,67.41,9.49,13,80.38,"2021-03-31 09:20:47","2021-12-21 23:39:02"
174,"2021-10-31 11:13:06",283,2,195,qui,"pariatur at vero",365.42,5,738.88,507.82,26,249.58,"2021-09-18 19:26:34","2022-01-19 21:12:22"
191,"2021-12-03 01:58:47",284,3,39,autem,"itaque earum rerum",488.96,0,364.71,767.04,41,264.08,"2021-09-10 09:59:35","2022-02-05 14:14:35"
172,"2021-06-27 04:57:03",285,2,52,ut,"dolores et quas",43.15,2,497.85,547.88,73,919.92,"2021-05-23 09:34:02","2021-09-30 14:55:34"
178,"2021-07-13 11:58:34",286,1,127,adipisci,"odio dignissimos ducimus",337.84,10,724.16,408.93,85,108.27,"2022-01-20 13:24:45","2022-01-10 02:21:44"
71,"2021-06-05 17:29:56",287,2,52,ut,"dolores et quas",43.15,2,497.85,547.88,73,919.92,"2021-05-23 09:34:02","2021-09-30 14:55:34"
166,"2022-01-14 09:00:19",288,3,162,perspiciatis,"cum soluta nobis",452.24,7,776.12,721.7,68,106.52,"2021-08-16 21:02:21","2021-09-16 01:10:14"
48,"2021-07-24 01:28:38",289,1,75,autem,"eaque ipsa quae",625.52,3,615.6,351.72,35,608.17,"2021-05-06 10:05:31","2021-08-12 14:58:20"
58,"2021-03-29 20:41:16",290,2,63,quasi,"corrupti quos dolores",766.01,2,821.29,917.76,45,314.11,"2021-12-30 15:18:28","2021-09-17 06:40:25"
22,"2021-07-08 21:50:50",291,1,194,voluptas,"hic tenetur a",666.15,8,969.71,465.35,25,333.59,"2021-05-09 20:30:02","2021-12-27 18:39:16"
44,"2021-10-03 12:09:33",292,1,38,a,"nobis est eligendi",406.12,10,149.87,390.08,1,438.33,"2021-12-29 15:56:35","2021-08-25 03:29:21"
142,"2021-04-05 04:39:56",293,2,49,amet,"temporibus autem quibusdam",98.85,8,180.56,889.52,48,857.59,"2021-12-02 00:31:37","2021-03-18 16:57:37"
124,"2022-01-09 11:00:21",294,1,200,tempora,"non recusandae itaque",823.55,8,628.81,521.95,9,698.05,"2021-04-07 00:15:31","2021-10-18 20:37:48"
184,"2022-01-29 08:38:59",295,3,167,quis,"ad minima veniam",420.12,3,93.09,708.84,16,77.38,"2021-12-13 08:12:52","2021-08-03 18:17:54"
177,"2021-09-03 07:56:27",296,3,19,ipsum,"ratione voluptatem sequi",919.99,0,932.63,67.86,1,29.3,"2021-07-30 15:57:00","2022-02-08 09:41:32"
133,"2021-07-02 22:48:08",297,1,131,velit,"assumenda est omnis",706.88,1,668.38,737.28,35,260.7,"2022-02-27 11:27:18","2021-12-09 10:15:37"
131,"2021-05-12 07:14:07",298,2,29,cum,"consequatur aut perferendis",257.94,8,677.27,52.68,10,91.16,"2021-06-20 21:37:24","2021-08-25 10:40:24"
54,"2021-08-27 01:36:23",299,1,67,et,"reiciendis voluptatibus maiores",240.99,7,96,536.39,21,516.93,"2021-04-09 12:22:19","2021-03-26 00:59:36"
151,"2022-03-04 16:11:16",300,1,85,quaerat,"non numquam eius",338.71,7,595.2,346.71,56,989.73,"2021-06-29 19:20:11","2021-10-09 06:15:16"
5,"2022-02-08 15:42:04",301,3,76,autem,"temporibus autem quibusdam",37.48,6,981.99,929.7,16,416.27,"2021-08-05 23:39:55","2021-12-31 17:09:45"
149,"2021-10-03 18:55:43",302,1,30,harum,"ut et voluptates",788.53,4,896.86,404.2,17,170.01,"2021-11-10 22:31:28","2021-10-26 21:23:01"
58,"2021-11-01 18:29:03",303,2,25,maxime,"voluptates repudiandae sint",603.59,1,750.05,877.16,16,640.9,"2021-11-20 08:11:42","2021-04-06 03:13:55"
143,"2022-03-02 08:29:57",304,3,21,eligendi,"ratione voluptatem sequi",957.25,2,722.12,163.42,50,261.61,"2021-05-20 16:58:58","2021-10-31 03:45:42"
186,"2021-12-02 16:12:26",305,2,161,magnam,"sed quia consequuntur",677.48,4,322.88,304.91,54,670.77,"2021-07-14 21:07:08","2021-08-30 23:59:45"
10,"2022-03-02 05:10:15",306,1,166,illo,"est et expedita",600.32,4,247.16,774.55,10,871.64,"2021-03-20 22:13:27","2021-06-01 00:49:10"
144,"2021-05-30 00:27:15",307,2,48,molestiae,"dolorem eum fugiat",917.88,9,162.34,102.15,59,592.45,"2021-09-04 16:27:55","2021-11-27 06:04:47"
66,"2021-11-29 08:51:52",308,3,177,rerum,"in ea voluptate",489.58,1,698.9,677.45,40,587.99,"2021-12-12 07:26:03","2021-05-17 05:03:11"
9,"2022-01-08 11:23:30",309,2,163,commodi,"in ea voluptate",176.26,8,21.47,185.75,18,531.89,"2021-05-28 02:45:37","2021-12-25 22:46:31"
26,"2021-09-02 10:47:05",310,2,187,aperiam,"omnis voluptas assumenda",527.35,7,265.27,433.77,18,647.69,"2021-08-24 22:23:47","2021-09-06 16:27:36"
144,"2021-12-06 11:28:53",311,1,124,quibusdam,"et expedita distinctio",212.31,10,173.13,961.74,82,668.4,"2021-09-01 02:41:15","2021-03-14 05:29:37"
29,"2021-11-08 04:58:10",312,2,92,quasi,"quo voluptas nulla",407.76,4,279.87,420.82,87,934.32,"2022-01-19 04:32:06","2021-07-07 11:52:35"
51,"2021-07-25 00:23:14",313,3,185,tenetur,"id quod maxime",793.25,4,923.7,504.41,43,963.64,"2021-08-01 00:34:44","2022-03-03 07:08:24"
6,"2021-08-31 06:22:57",314,1,199,error,"doloremque aperiam eaque",639.4,10,540.24,787.43,44,421.74,"2021-04-11 05:47:14","2021-10-17 09:28:09"
63,"2021-10-07 22:08:36",315,3,145,officia,"debitis aut rerum",682.47,7,628.52,738.68,65,239.81,"2022-03-03 22:28:19","2021-08-10 00:08:11"
4,"2021-09-12 02:14:08",316,1,23,repellendus,"excepturi sint occaecati",664.52,2,587.19,265.36,29,370.87,"2021-06-19 19:29:16","2021-08-22 11:36:02"
15,"2021-10-13 13:09:29",317,1,73,sapiente,"qui ratione voluptatem",893.87,0,160.19,117.6,13,267.99,"2022-01-02 10:52:04","2021-09-23 00:04:41"
125,"2021-10-19 12:36:28",318,2,98,et,"culpa qui officia",478.4,3,150.47,19.71,80,110.31,"2022-02-02 20:31:47","2021-05-30 08:30:33"
134,"2021-06-24 22:10:28",319,3,11,itaque,"est omnis dolor",817.18,6,215.66,999.16,68,297.26,"2021-07-29 22:36:33","2022-02-06 17:23:12"
169,"2021-06-10 10:28:53",320,2,170,iste,"voluptate velit esse",410.72,0,53.35,611.56,43,652.05,"2021-08-18 05:16:42","2021-03-20 15:47:09"
22,"2021-03-26 00:09:48",321,3,133,soluta,"eum fugiat quo",523.48,7,662.62,815.95,50,199.57,"2021-04-18 04:38:40","2021-09-14 15:54:01"
15,"2021-11-02 08:48:38",322,1,105,expedita,"provident sed ut",886.26,7,961.64,376.86,87,969.74,"2021-06-23 07:44:13","2021-08-21 10:46:12"
116,"2021-10-16 03:47:17",323,1,3,vel,"voluptatem sequi nesciunt",284.95,2,396.54,136.34,59,655.01,"2021-09-15 04:36:52","2021-07-26 11:56:39"
37,"2021-04-13 23:03:12",324,1,51,quod,"ullam corporis nemo",694.37,10,392.68,597.59,4,527.95,"2021-06-05 18:44:16","2021-07-03 19:56:32"
29,"2021-11-12 02:24:26",325,2,72,eos,"sit suscipit laboriosam",892.54,6,105.25,545.57,3,135.1,"2021-10-15 17:28:37","2022-02-16 00:13:22"
163,"2021-06-27 08:22:48",326,3,15,dolorem,"ipsam voluptatem quia",695.99,1,975.56,355.75,57,944.96,"2021-10-18 03:37:33","2022-03-02 22:47:42"
134,"2021-12-22 03:55:49",327,3,125,quis,"quod maxime placeat",81.07,2,916.87,838.54,49,129.17,"2021-05-23 20:15:19","2021-10-15 02:10:41"
123,"2022-01-16 19:22:02",328,2,8,nisi,"quasi architecto beatae",355.89,6,543.4,380.88,57,297.28,"2022-01-15 12:32:09","2021-12-06 20:51:29"
130,"2022-02-01 14:38:48",329,3,140,qui,"dolor repellendus temporibus",237.94,9,746.54,792.63,78,161.33,"2022-01-11 03:26:30","2021-11-06 14:04:27"
